"","ensembl_gene_id","chromosome_name","start_position","end_position","length"
"49","ENSMODG00000000084","1",49408157,49408899,742
"50","ENSMODG00000000085","6",207846569,207918537,71968
"51","ENSMODG00000000086","7",49296371,49297450,1079
"52","ENSMODG00000000087","5",140890338,140934017,43679
"53","ENSMODG00000000088","1",49548686,49697626,148940
"54","ENSMODG00000000089","5",140821974,140880457,58483
"55","ENSMODG00000000090","7",49361558,49402452,40894
"56","ENSMODG00000000092","1",198541462,198562520,21058
"57","ENSMODG00000000094","6",208282546,208327601,45055
"58","ENSMODG00000000095","1",49705940,49748393,42453
"59","ENSMODG00000000097","4",262004844,262056765,51921
"60","ENSMODG00000000098","5",140635997,140643829,7832
"61","ENSMODG00000000099","4",114202897,114720677,517780
"62","ENSMODG00000000101","7",49417001,49420579,3578
"63","ENSMODG00000000102","1",49749251,49779268,30017
"64","ENSMODG00000000104","4",262347761,262497884,150123
"65","ENSMODG00000000105","6",208334160,208348716,14556
"66","ENSMODG00000000106","7",50370620,50371251,631
"67","ENSMODG00000000107","5",140544712,140630993,86281
"68","ENSMODG00000000109","5",200915616,201152188,236572
"69","ENSMODG00000000111","1",198492519,198511209,18690
"70","ENSMODG00000000113","5",201144187,201156028,11841
"71","ENSMODG00000000115","5",140468615,140584615,116000
"72","ENSMODG00000000116","4",262579682,262699451,119769
"73","ENSMODG00000000117","1",198476511,198490855,14344
"74","ENSMODG00000000118","5",140453065,140468971,15906
"75","ENSMODG00000000120","6",77074643,77075596,953
"76","ENSMODG00000000121","1",49820807,49894311,73504
"77","ENSMODG00000000122","5",140354321,140412366,58045
"78","ENSMODG00000000123","4",115958399,115960594,2195
"79","ENSMODG00000000124","7",127580340,128166870,586530
"80","ENSMODG00000000125","6",77106742,77113704,6962
"81","ENSMODG00000000126","1",198468707,198478549,9842
"82","ENSMODG00000000127","7",51180926,51195498,14572
"83","ENSMODG00000000129","5",201232040,201319862,87822
"84","ENSMODG00000000130","6",77364870,77391225,26355
"85","ENSMODG00000000131","4",262699134,262772602,73468
"86","ENSMODG00000000132","5",139939315,140163219,223904
"87","ENSMODG00000000134","7",51876878,52000069,123191
"88","ENSMODG00000000135","1",198402818,198452519,49701
"89","ENSMODG00000000137","5",201751007,201782978,31971
"90","ENSMODG00000000138","1",399750013,399759082,9069
"91","ENSMODG00000000139","4",262773921,262789362,15441
"92","ENSMODG00000000141","1",198349928,198369385,19457
"93","ENSMODG00000000142","1",49920384,49944911,24527
"94","ENSMODG00000000144","2",104366786,104438261,71475
"95","ENSMODG00000000145","6",77463040,77644130,181090
"96","ENSMODG00000000147","4",118149607,118155932,6325
"97","ENSMODG00000000148","1",399665722,399700021,34299
"98","ENSMODG00000000149","1",49982408,49998570,16162
"99","ENSMODG00000000151","1",198322884,198357201,34317
"100","ENSMODG00000000152","4",118178009,118193711,15702
"101","ENSMODG00000000154","5",201831454,201957877,126423
"102","ENSMODG00000000155","6",208543821,208551988,8167
"103","ENSMODG00000000157","2",246510343,246666978,156635
"104","ENSMODG00000000158","1",198224537,198273552,49015
"105","ENSMODG00000000160","5",139251941,139293376,41435
"106","ENSMODG00000000161","1",49999905,50061988,62083
"107","ENSMODG00000000162","6",77708300,77777854,69554
"108","ENSMODG00000000163","4",263525349,263607299,81950
"109","ENSMODG00000000164","1",198199703,198222958,23255
"110","ENSMODG00000000165","4",263701541,263747740,46199
"111","ENSMODG00000000167","1",50064342,50066984,2642
"112","ENSMODG00000000168","1",50073778,50074739,961
"113","ENSMODG00000000169","4",263801963,263961540,159577
"114","ENSMODG00000000170","2",104467575,104574012,106437
"115","ENSMODG00000000172","5",138908757,138925466,16709
"116","ENSMODG00000000173","7",130014085,130500153,486068
"117","ENSMODG00000000174","2",104576550,104577206,656
"118","ENSMODG00000000175","1",399553402,399583696,30294
"119","ENSMODG00000000176","6",77788126,77817001,28875
"120","ENSMODG00000000178","7",131722824,131730494,7670
"121","ENSMODG00000000179","6",77806120,77806842,722
"122","ENSMODG00000000180","4",263956249,264132883,176634
"123","ENSMODG00000000181","2",104603083,104636292,33209
"124","ENSMODG00000000182","6",77885777,77924796,39019
"125","ENSMODG00000000183","1",399475526,399502387,26861
"126","ENSMODG00000000184","1",197971371,198065414,94043
"127","ENSMODG00000000185","6",208554907,208578260,23353
"128","ENSMODG00000000187","3",76415533,76429619,14086
"129","ENSMODG00000000188","1",50078676,50164048,85372
"130","ENSMODG00000000189","7",131731902,131761316,29414
"131","ENSMODG00000000190","1",197935478,197938731,3253
"132","ENSMODG00000000192","6",77935488,78066952,131464
"133","ENSMODG00000000193","4",118283058,118638912,355854
"134","ENSMODG00000000195","1",399211125,399289487,78362
"135","ENSMODG00000000196","6",250521343,250521558,215
"136","ENSMODG00000000197","6",78098817,78126039,27222
"137","ENSMODG00000000198","1",197912441,197922117,9676
"138","ENSMODG00000000199","1",454862306,454863055,749
"139","ENSMODG00000000200","1",197854321,197862717,8396
"140","ENSMODG00000000203","1",399034926,399091853,56927
"141","ENSMODG00000000204","6",208584687,208643177,58490
"142","ENSMODG00000000206","3",76751396,77314175,562779
"143","ENSMODG00000000207","1",197817721,197820898,3177
"144","ENSMODG00000000208","7",131766462,131801208,34746
"145","ENSMODG00000000209","5",138736451,138858393,121942
"146","ENSMODG00000000210","1",398920374,399006398,86024
"147","ENSMODG00000000211","1",50165398,50204068,38670
"148","ENSMODG00000000212","1",197775472,197796940,21468
"149","ENSMODG00000000213","6",78258748,78401760,143012
"150","ENSMODG00000000214","1",398858781,398897053,38272
"151","ENSMODG00000000215","1",197711191,197722441,11250
"152","ENSMODG00000000216","5",138495787,138619224,123437
"153","ENSMODG00000000217","4",264320788,264378314,57526
"154","ENSMODG00000000218","1",398748864,398825946,77082
"155","ENSMODG00000000219","3",78433636,78649595,215959
"156","ENSMODG00000000220","1",50208099,50257009,48910
"157","ENSMODG00000000221","1",197703320,197710634,7314
"158","ENSMODG00000000222","4",264551255,264574702,23447
"159","ENSMODG00000000223","5",138111061,138135613,24552
"160","ENSMODG00000000226","1",398438450,398673985,235535
"161","ENSMODG00000000227","6",208690287,208858896,168609
"162","ENSMODG00000000228","1",197667917,197668929,1012
"163","ENSMODG00000000229","4",118726102,118784633,58531
"164","ENSMODG00000000231","4",264575731,264648577,72846
"165","ENSMODG00000000232","6",78969376,80023936,1054560
"166","ENSMODG00000000233","2",245832615,246586868,754253
"167","ENSMODG00000000234","1",332457972,332458367,395
"168","ENSMODG00000000235","5",137492021,137580436,88415
"169","ENSMODG00000000236","4",264686346,264703760,17414
"170","ENSMODG00000000237","Un",59839136,59847375,8239
"171","ENSMODG00000000241","Un",102322255,102325135,2880
"172","ENSMODG00000000242","Un",65164123,65171399,7276
"173","ENSMODG00000000243","2",245142532,245756288,613756
"174","ENSMODG00000000244","Un",59847270,59849431,2161
"175","ENSMODG00000000245","4",119189892,119311699,121807
"176","ENSMODG00000000246","Un",56522561,56531497,8936
"177","ENSMODG00000000247","1",398169207,398223393,54186
"178","ENSMODG00000000248","2",437294878,437295599,721
"179","ENSMODG00000000249","1",197638681,197661796,23115
"180","ENSMODG00000000250","1",50262551,50341431,78880
"181","ENSMODG00000000252","Un",56533670,56546973,13303
"182","ENSMODG00000000253","1",398005263,398015064,9801
"183","ENSMODG00000000254","4",120431355,120434985,3630
"184","ENSMODG00000000255","Un",66732077,66746784,14707
"185","ENSMODG00000000256","Un",65171974,65175597,3623
"186","ENSMODG00000000260","4",264770686,264778621,7935
"187","ENSMODG00000000261","2",42001825,42142829,141004
"188","ENSMODG00000000264","4",120512676,120531254,18578
"189","ENSMODG00000000265","Un",56886632,56887875,1243
"190","ENSMODG00000000267","4",264953321,264954031,710
"191","ENSMODG00000000268","1",197593498,197635177,41679
"192","ENSMODG00000000271","4",264963591,264964465,874
"193","ENSMODG00000000272","1",50435993,50442806,6813
"194","ENSMODG00000000273","8",92856027,92862296,6269
"195","ENSMODG00000000274","2",244558373,244560476,2103
"196","ENSMODG00000000275","Un",56893274,56894758,1484
"197","ENSMODG00000000278","4",264999934,265065216,65282
"198","ENSMODG00000000279","Un",56794019,56898164,104145
"199","ENSMODG00000000280","Un",67622163,67637860,15697
"200","ENSMODG00000000281","Un",52756516,52772537,16021
"201","ENSMODG00000000285","2",42298579,42302784,4205
"202","ENSMODG00000000288","Un",32744484,32746142,1658
"203","ENSMODG00000000289","8",296527814,296648319,120505
"204","ENSMODG00000000290","Un",52773629,52786781,13152
"205","ENSMODG00000000291","1",50444469,50455242,10773
"206","ENSMODG00000000292","2",42511714,42728943,217229
"207","ENSMODG00000000294","1",197503427,197576844,73417
"208","ENSMODG00000000298","2",16586999,16648594,61595
"209","ENSMODG00000000299","2",42785217,42799717,14500
"210","ENSMODG00000000300","1",197448703,197455072,6369
"211","ENSMODG00000000302","2",42804209,42819072,14863
"212","ENSMODG00000000303","1",197430700,197443190,12490
"213","ENSMODG00000000304","5",202601638,202609701,8063
"214","ENSMODG00000000305","7",51999927,52123735,123808
"215","ENSMODG00000000306","3",85535826,85669562,133736
"216","ENSMODG00000000307","Un",62925387,62934935,9548
"217","ENSMODG00000000308","5",136748344,137299985,551641
"218","ENSMODG00000000309","3",499462908,499472050,9142
"219","ENSMODG00000000311","2",42890995,42987805,96810
"220","ENSMODG00000000312","2",104718806,104740009,21203
"221","ENSMODG00000000314","1",397873673,397928791,55118
"222","ENSMODG00000000315","8",296649820,296698676,48856
"223","ENSMODG00000000316","1",197228050,197259554,31504
"224","ENSMODG00000000317","3",86269745,86344450,74705
"225","ENSMODG00000000318","Un",6525978,6885794,359816
"226","ENSMODG00000000319","5",135866294,135904773,38479
"227","ENSMODG00000000320","1",657472871,657485469,12598
"228","ENSMODG00000000321","3",86278422,86279700,1278
"229","ENSMODG00000000322","1",657341461,657342490,1029
"230","ENSMODG00000000324","Un",6787375,6826713,39338
"231","ENSMODG00000000325","4",120861761,121114289,252528
"232","ENSMODG00000000326","7",52042119,52145528,103409
"233","ENSMODG00000000327","6",80048832,80105385,56553
"234","ENSMODG00000000328","5",202642175,202709118,66943
"235","ENSMODG00000000329","2",104819209,104912412,93203
"236","ENSMODG00000000330","1",197170564,197187202,16638
"237","ENSMODG00000000333","4",121279243,121279791,548
"238","ENSMODG00000000334","3",499480061,499485975,5914
"239","ENSMODG00000000336","5",135551895,135717594,165699
"240","ENSMODG00000000337","1",397808547,397867723,59176
"241","ENSMODG00000000338","2",243991319,244058928,67609
"242","ENSMODG00000000339","1",657127666,657218997,91331
"243","ENSMODG00000000340","8",296775197,296934255,159058
"244","ENSMODG00000000342","1",657046183,657059319,13136
"245","ENSMODG00000000343","2",244058312,244080120,21808
"246","ENSMODG00000000344","2",16678419,16918668,240249
"247","ENSMODG00000000345","4",121218557,121305227,86670
"248","ENSMODG00000000346","1",50482582,50500584,18002
"249","ENSMODG00000000347","7",52149756,52187151,37395
"250","ENSMODG00000000348","2",485643322,485679730,36408
"251","ENSMODG00000000349","3",499519009,499524845,5836
"252","ENSMODG00000000350","1",656893899,656935706,41807
"253","ENSMODG00000000351","4",121319209,121460275,141066
"254","ENSMODG00000000352","2",16708521,16720760,12239
"255","ENSMODG00000000353","3",499550648,499551513,865
"256","ENSMODG00000000354","2",43004381,43147642,143261
"257","ENSMODG00000000355","1",50501821,50506660,4839
"258","ENSMODG00000000356","2",16678936,17118290,439354
"259","ENSMODG00000000357","4",265082006,265153960,71954
"260","ENSMODG00000000358","3",499552768,499554225,1457
"261","ENSMODG00000000359","3",86360860,86707070,346210
"262","ENSMODG00000000361","1",50512662,50514221,1559
"263","ENSMODG00000000363","5",202909942,202952491,42549
"264","ENSMODG00000000364","2",104958857,104985886,27029
"265","ENSMODG00000000365","3",86450502,86451587,1085
"266","ENSMODG00000000367","2",485617725,485641402,23677
"267","ENSMODG00000000369","Un",6932715,6963741,31026
"268","ENSMODG00000000370","4",265341077,265367470,26393
"269","ENSMODG00000000373","3",86900017,86900625,608
"270","ENSMODG00000000374","1",397718447,397793088,74641
"271","ENSMODG00000000375","7",52368619,52390517,21898
"272","ENSMODG00000000376","1",656590979,656775024,184045
"273","ENSMODG00000000377","Un",7082899,7119626,36727
"274","ENSMODG00000000378","2",43169438,43226918,57480
"275","ENSMODG00000000380","4",121512700,121601009,88309
"276","ENSMODG00000000382","4",121611274,121616331,5057
"277","ENSMODG00000000383","4",265368698,265399693,30995
"278","ENSMODG00000000384","1",656560503,656561459,956
"279","ENSMODG00000000386","2",104997943,105038793,40850
"280","ENSMODG00000000387","3",87114693,87220586,105893
"281","ENSMODG00000000388","5",202955444,203035760,80316
"282","ENSMODG00000000390","2",43271012,43346414,75402
"283","ENSMODG00000000391","5",135467634,135510649,43015
"284","ENSMODG00000000392","1",656533702,656550678,16976
"285","ENSMODG00000000393","4",121680749,121685638,4889
"286","ENSMODG00000000394","5",202996754,202997715,961
"287","ENSMODG00000000395","2",105051067,105062964,11897
"288","ENSMODG00000000396","1",50517114,50533149,16035
"289","ENSMODG00000000397","1",656047488,656139802,92314
"290","ENSMODG00000000398","5",203050028,203050771,743
"291","ENSMODG00000000399","3",87384830,87423651,38821
"292","ENSMODG00000000400","4",121687644,121775525,87881
"293","ENSMODG00000000401","2",43389133,43557878,168745
"294","ENSMODG00000000403","2",105185535,105220761,35226
"295","ENSMODG00000000405","5",203092798,203127875,35077
"296","ENSMODG00000000406","1",397630281,397722126,91845
"297","ENSMODG00000000407","1",655753032,655755267,2235
"298","ENSMODG00000000408","4",121813888,121900334,86446
"299","ENSMODG00000000409","2",43847565,43886247,38682
"300","ENSMODG00000000412","4",265416222,265433935,17713
"301","ENSMODG00000000414","Un",63764387,63773488,9101
"302","ENSMODG00000000415","4",255186083,255186889,806
"303","ENSMODG00000000416","3",500806218,500820412,14194
"304","ENSMODG00000000417","5",135346357,135463097,116740
"305","ENSMODG00000000418","1",397431847,397568363,136516
"306","ENSMODG00000000420","4",122013605,122018934,5329
"307","ENSMODG00000000421","2",44115265,44215183,99918
"308","ENSMODG00000000422","3",499622866,499623671,805
"309","ENSMODG00000000423","5",203204312,203290535,86223
"310","ENSMODG00000000424","2",1708689,1712878,4189
"311","ENSMODG00000000427","1",50533243,50539201,5958
"312","ENSMODG00000000429","1",397297123,397302874,5751
"313","ENSMODG00000000430","3",500921542,500932901,11359
"314","ENSMODG00000000432","5",134362727,134498754,136027
"315","ENSMODG00000000433","4",122312092,122378554,66462
"316","ENSMODG00000000434","4",265495577,265498215,2638
"317","ENSMODG00000000436","3",87239986,87296679,56693
"318","ENSMODG00000000438","4",122517413,122524707,7294
"319","ENSMODG00000000439","5",134007459,134160935,153476
"320","ENSMODG00000000441","4",255587777,256219506,631729
"321","ENSMODG00000000442","1",397239759,397279504,39745
"322","ENSMODG00000000443","2",485277054,485468293,191239
"323","ENSMODG00000000444","7",52403713,52552777,149064
"324","ENSMODG00000000446","2",1929481,1966488,37007
"325","ENSMODG00000000447","8",297227600,297232963,5363
"326","ENSMODG00000000448","1",397069075,397222910,153835
"327","ENSMODG00000000449","8",297309769,297313611,3842
"328","ENSMODG00000000450","2",205673524,205674325,801
"329","ENSMODG00000000451","1",655328301,655500239,171938
"330","ENSMODG00000000452","2",44215289,44248704,33415
"331","ENSMODG00000000453","8",297328142,297332559,4417
"332","ENSMODG00000000454","7",52649691,52691679,41988
"333","ENSMODG00000000455","3",87303273,87304764,1491
"334","ENSMODG00000000456","1",397020497,397058345,37848
"335","ENSMODG00000000457","8",92649827,92655215,5388
"336","ENSMODG00000000458","4",123538433,123571827,33394
"337","ENSMODG00000000459","2",105408747,105641264,232517
"338","ENSMODG00000000460","5",203427128,203472921,45793
"339","ENSMODG00000000462","2",1984494,1992692,8198
"340","ENSMODG00000000463","8",297341283,297346061,4778
"341","ENSMODG00000000464","1",196921444,197127333,205889
"342","ENSMODG00000000465","5",133969661,133998404,28743
"343","ENSMODG00000000466","2",105581232,105582392,1160
"344","ENSMODG00000000469","8",297362409,297367602,5193
"345","ENSMODG00000000470","2",1995387,2001629,6242
"346","ENSMODG00000000471","5",203546844,203695388,148544
"347","ENSMODG00000000472","8",297373240,297375331,2091
"348","ENSMODG00000000474","5",203698731,203699447,716
"349","ENSMODG00000000475","1",197075380,197090467,15087
"350","ENSMODG00000000476","3",87306465,87344152,37687
"351","ENSMODG00000000479","7",52805512,53051294,245782
"352","ENSMODG00000000481","2",2003769,2015626,11857
"353","ENSMODG00000000482","2",19185005,20142328,957323
"354","ENSMODG00000000483","8",297377519,297379442,1923
"355","ENSMODG00000000485","2",105654131,105689907,35776
"356","ENSMODG00000000486","4",256761863,257161880,400017
"357","ENSMODG00000000487","5",133902625,133956153,53528
"358","ENSMODG00000000488","6",19197130,19265140,68010
"359","ENSMODG00000000489","8",92599422,92627668,28246
"360","ENSMODG00000000490","1",196996371,197004797,8426
"361","ENSMODG00000000491","8",297391482,297392998,1516
"362","ENSMODG00000000492","2",105706005,105709420,3415
"363","ENSMODG00000000493","2",2120850,2211207,90357
"364","ENSMODG00000000494","8",297411805,297414466,2661
"365","ENSMODG00000000495","1",396940732,397005632,64900
"366","ENSMODG00000000497","4",123719382,123835654,116272
"367","ENSMODG00000000498","2",44361533,44413778,52245
"368","ENSMODG00000000499","6",19275842,19302405,26563
"369","ENSMODG00000000500","5",133572511,133669546,97035
"370","ENSMODG00000000501","3",87838409,88003454,165045
"371","ENSMODG00000000502","8",297419951,297422492,2541
"372","ENSMODG00000000504","2",20426185,20452895,26710
"373","ENSMODG00000000505","2",105725352,105787783,62431
"374","ENSMODG00000000506","3",88104102,88160323,56221
"375","ENSMODG00000000507","8",297427933,297429569,1636
"376","ENSMODG00000000508","5",133476374,133522117,45743
"377","ENSMODG00000000509","4",257299976,257401101,101125
"378","ENSMODG00000000510","4",123846627,123872244,25617
"379","ENSMODG00000000511","6",80608468,80640626,32158
"380","ENSMODG00000000512","2",20541192,20990000,448808
"381","ENSMODG00000000513","2",44339669,44360937,21268
"382","ENSMODG00000000514","6",19364097,19400047,35950
"383","ENSMODG00000000515","1",655142807,655254840,112033
"384","ENSMODG00000000516","5",203906033,203977151,71118
"385","ENSMODG00000000517","2",105824368,105841189,16821
"386","ENSMODG00000000518","4",123890096,123890909,813
"387","ENSMODG00000000520","5",133101134,133364842,263708
"388","ENSMODG00000000521","8",297618323,297767843,149520
"389","ENSMODG00000000522","5",132428969,132712740,283771
"390","ENSMODG00000000524","8",92568023,92596245,28222
"391","ENSMODG00000000525","7",53217176,53265460,48284
"392","ENSMODG00000000526","5",132779015,132805327,26312
"393","ENSMODG00000000527","2",105857756,105876185,18429
"394","ENSMODG00000000528","1",196924183,196965416,41233
"395","ENSMODG00000000529","2",2275466,2342252,66786
"396","ENSMODG00000000531","2",21041592,21113963,72371
"397","ENSMODG00000000533","4",123905973,123929036,23063
"398","ENSMODG00000000534","1",394337793,394402213,64420
"399","ENSMODG00000000535","1",196871728,196906130,34402
"400","ENSMODG00000000536","1",50541684,50606783,65099
"401","ENSMODG00000000537","4",257671226,257824735,153509
"402","ENSMODG00000000538","8",92516758,92526705,9947
"403","ENSMODG00000000539","2",44570679,44601979,31300
"404","ENSMODG00000000541","1",655089008,655132433,43425
"405","ENSMODG00000000542","2",2368653,2390128,21475
"406","ENSMODG00000000543","8",92197713,92199116,1403
"407","ENSMODG00000000544","6",19405542,19555127,149585
"408","ENSMODG00000000545","2",105893659,105899650,5991
"409","ENSMODG00000000546","8",92503055,92515885,12830
"410","ENSMODG00000000547","5",132742206,132754814,12608
"411","ENSMODG00000000549","5",204685278,204830263,144985
"412","ENSMODG00000000550","4",258147822,258190541,42719
"413","ENSMODG00000000552","2",2397225,2424992,27767
"414","ENSMODG00000000553","8",298086202,298103526,17324
"415","ENSMODG00000000554","7",53285456,53432593,147137
"416","ENSMODG00000000555","4",126210122,126871155,661033
"417","ENSMODG00000000556","3",428025496,428276814,251318
"418","ENSMODG00000000557","5",132324728,132327050,2322
"419","ENSMODG00000000558","4",258202264,258346224,143960
"420","ENSMODG00000000559","2",21119412,21135406,15994
"421","ENSMODG00000000560","5",205875633,206009288,133655
"422","ENSMODG00000000561","1",655064775,655082154,17379
"423","ENSMODG00000000562","2",106020011,106032521,12510
"424","ENSMODG00000000563","1",152588426,152588809,383
"425","ENSMODG00000000564","1",50657962,50667080,9118
"426","ENSMODG00000000565","7",53430724,53455172,24448
"427","ENSMODG00000000566","6",20103860,20314113,210253
"428","ENSMODG00000000567","4",258386061,258409956,23895
"429","ENSMODG00000000568","1",196673848,196761195,87347
"430","ENSMODG00000000569","2",2445094,2513380,68286
"431","ENSMODG00000000571","8",204728368,204786287,57919
"432","ENSMODG00000000572","8",298215876,298219768,3892
"433","ENSMODG00000000573","1",393742970,393870147,127177
"434","ENSMODG00000000574","2",106008049,106014363,6314
"435","ENSMODG00000000575","4",258549549,258629252,79703
"436","ENSMODG00000000576","2",2561257,2568046,6789
"437","ENSMODG00000000577","1",196518685,196549941,31256
"438","ENSMODG00000000578","8",92369725,92415516,45791
"439","ENSMODG00000000579","1",655027464,655050740,23276
"440","ENSMODG00000000580","3",439940703,439988220,47517
"441","ENSMODG00000000581","7",53480141,53539857,59716
"442","ENSMODG00000000582","5",206170768,206335957,165189
"443","ENSMODG00000000583","5",131988814,132254823,266009
"444","ENSMODG00000000587","4",258651757,258652639,882
"445","ENSMODG00000000588","2",2727154,2837116,109962
"446","ENSMODG00000000589","4",258736645,258745918,9273
"447","ENSMODG00000000592","8",92333065,92357893,24828
"448","ENSMODG00000000596","2",44801827,44911761,109934
"449","ENSMODG00000000597","2",106040571,106066609,26038
"450","ENSMODG00000000598","3",439986226,439995803,9577
"451","ENSMODG00000000599","3",88739683,88753688,14005
"452","ENSMODG00000000601","3",88766153,88768815,2662
"453","ENSMODG00000000602","3",439997415,440001387,3972
"454","ENSMODG00000000603","8",298224651,298229296,4645
"455","ENSMODG00000000604","2",21147318,21195162,47844
"456","ENSMODG00000000607","3",440011861,440015828,3967
"457","ENSMODG00000000608","4",258776822,258809483,32661
"458","ENSMODG00000000609","2",45892084,45893769,1685
"459","ENSMODG00000000611","4",258842368,258906829,64461
"460","ENSMODG00000000612","4",128630291,128682646,52355
"461","ENSMODG00000000614","2",106077008,106114275,37267
"462","ENSMODG00000000615","4",128853243,128915908,62665
"463","ENSMODG00000000617","8",204871162,204882694,11532
"464","ENSMODG00000000618","2",2882816,2944653,61837
"465","ENSMODG00000000619","1",196266747,196403483,136736
"466","ENSMODG00000000621","8",92043075,92080717,37642
"467","ENSMODG00000000623","4",258976469,258992320,15851
"468","ENSMODG00000000624","3",88774964,88816933,41969
"469","ENSMODG00000000625","5",207825606,208062021,236415
"470","ENSMODG00000000626","1",393644321,393715603,71282
"471","ENSMODG00000000627","3",425143248,425236961,93713
"472","ENSMODG00000000628","2",484838254,484913384,75130
"473","ENSMODG00000000629","1",196100269,196240473,140204
"474","ENSMODG00000000630","8",204891463,204905255,13792
"475","ENSMODG00000000631","3",88822085,88852701,30616
"476","ENSMODG00000000633","1",50774343,50893198,118855
"477","ENSMODG00000000635","8",91994553,92023562,29009
"478","ENSMODG00000000636","1",393625269,393635683,10414
"479","ENSMODG00000000637","3",440020486,440032721,12235
"480","ENSMODG00000000638","3",88903373,89180583,277210
"481","ENSMODG00000000639","4",259104674,259155639,50965
"482","ENSMODG00000000640","8",299003931,299052832,48901
"483","ENSMODG00000000641","5",208071334,208104645,33311
"484","ENSMODG00000000644","2",2950504,2965245,14741
"485","ENSMODG00000000645","8",91974905,91975897,992
"486","ENSMODG00000000646","2",106166238,106291783,125545
"487","ENSMODG00000000647","2",484691772,484695268,3496
"488","ENSMODG00000000648","1",654908561,655019802,111241
"489","ENSMODG00000000649","2",21217371,21797834,580463
"490","ENSMODG00000000650","8",91944216,91955964,11748
"491","ENSMODG00000000651","3",425046286,425078060,31774
"492","ENSMODG00000000652","2",106298093,106356237,58144
"493","ENSMODG00000000653","8",299069251,299071564,2313
"494","ENSMODG00000000655","6",22854728,23531403,676675
"495","ENSMODG00000000657","4",129351077,129378192,27115
"496","ENSMODG00000000658","5",131059361,131144658,85297
"497","ENSMODG00000000660","1",50893325,50909338,16013
"498","ENSMODG00000000661","3",89194126,89231574,37448
"499","ENSMODG00000000662","2",106355287,106669230,313943
"500","ENSMODG00000000663","3",424383272,424496354,113082
"501","ENSMODG00000000664","6",23354852,23355611,759
"502","ENSMODG00000000665","2",484618955,484679242,60287
"503","ENSMODG00000000666","2",2967278,2980220,12942
"504","ENSMODG00000000667","8",91882031,91910982,28951
"505","ENSMODG00000000670","5",130908432,130931325,22893
"506","ENSMODG00000000671","8",204930250,204934673,4423
"507","ENSMODG00000000672","2",484588759,484756477,167718
"508","ENSMODG00000000675","3",440084388,440203145,118757
"509","ENSMODG00000000676","1",393369807,393417323,47516
"510","ENSMODG00000000677","3",424300804,424346826,46022
"511","ENSMODG00000000678","1",654572421,654597503,25082
"512","ENSMODG00000000679","1",195708620,195726898,18278
"513","ENSMODG00000000680","3",89248816,89375786,126970
"514","ENSMODG00000000682","7",53688887,53895268,206381
"515","ENSMODG00000000683","1",393356288,393371707,15419
"516","ENSMODG00000000684","2",106675469,106756483,81014
