"","ensembl_gene_id","chromosome_name","start_position","end_position","length"
"55","Ocbimv22013115m.g","KQ428371",79704,88763,9059
"56","Ocbimv22006434m.g","KQ417319",14006,18927,4921
"57","Ocbimv22026295m.g","KQ420023",331261,343695,12434
"58","Ocbimv22027784m.g","KQ420372",393267,393599,332
"59","Ocbimv22033894m.g","KQ421902",418443,423529,5086
"60","Ocbimv22025086m.g","KQ416137",438581,442490,3909
"61","Ocbimv22022256m.g","KQ419190",140068,140310,242
"62","Ocbimv22021052m.g","KQ431971",6089,10864,4775
"63","Ocbimv22039138m.g","KQ423548",79380,91496,12116
"64","Ocbimv22035777m.g","KQ416600",580868,583542,2674
"65","Ocbimv22021498m.g","KQ419059",329780,330476,696
"66","Ocbimv22004624m.g","KQ417184",414295,414869,574
"67","Ocbimv22016760m.g","KQ418393",149422,150077,655
"68","Ocbimv22020681m.g","KQ418950",88149,88989,840
"69","Ocbimv22001013m.g","KQ424151",289222,289470,248
"70","Ocbimv22018066m.g","KQ418561",337391,337558,167
"71","Ocbimv22015035m.g","KQ418194",669485,671140,1655
"72","Ocbimv22029750m.g","KQ415712",596197,598429,2232
"73","Ocbimv22007149m.g","KQ426214",372825,373650,825
"74","Ocbimv22018123m.g","KQ430572",498219,558449,60230
"75","Ocbimv22006889m.g","KQ426135",83495,83914,419
"76","Ocbimv22017279m.g","KQ418475",251633,252367,734
"77","Ocbimv22009164m.g","KQ417567",83208,84142,934
"78","Ocbimv22002260m.g","KQ424589",104325,105974,1649
"79","Ocbimv22024358m.g","KQ419574",475974,480848,4874
"80","Ocbimv22014463m.g","KQ415931",14703,15074,371
"81","Ocbimv22027301m.g","KQ416220",658314,658517,203
"82","Ocbimv22025099m.g","KQ416137",481529,484588,3059
"83","Ocbimv22023724m.g","KQ416094",967488,980057,12569
"84","Ocbimv22039310m.g","KQ416788",19587,23747,4160
"85","Ocbimv22010258m.g","KQ415873",299907,300263,356
"86","Ocbimv22034834m.g","KQ422189",151301,226050,74749
"87","Ocbimv22013039m.g","KQ428349",350221,367979,17758
"88","Ocbimv22028265m.g","KQ415659",1806049,1806450,401
"89","Ocbimv22038494m.g","KQ423377",261,4854,4593
"90","Ocbimv22027295m.g","KQ416218",292686,402817,110131
"91","Ocbimv22008691m.g","KQ426737",5082,10057,4975
"92","Ocbimv22032655m.g","KQ421628",90656,157913,67257
"93","Ocbimv22003319m.g","KQ417080",28681,29357,676
"94","Ocbimv22011171m.g","KQ417756",118908,130980,12072
"95","Ocbimv22003313m.g","KQ417079",9437,57527,48090
"96","Ocbimv22006715m.g","KQ426075",566271,586767,20496
"97","Ocbimv22037642m.g","KQ423089",2628,8507,5879
"98","Ocbimv22003302m.g","KQ424947",1849,2079,230
"99","Ocbimv22037157m.g","KQ416678",364848,365462,614
"100","Ocbimv22032321m.g","KQ421523",253655,286413,32758
"101","Ocbimv22027883m.g","KQ420387",286772,292872,6100
"102","Ocbimv22012212m.g","KQ415904",194347,196109,1762
"103","Ocbimv22011547m.g","KQ417799",17591,23636,6045
"104","Ocbimv22012540m.g","KQ417917",845556,855214,9658
"105","Ocbimv22030465m.g","KQ420992",151809,163809,12000
"106","Ocbimv22027122m.g","KQ420194",54711,55614,903
"107","Ocbimv22006540m.g","KQ425992",321098,322562,1464
"108","Ocbimv22002585m.g","LGKD01513537",50,599,549
"109","Ocbimv22026706m.g","KQ420096",186126,212821,26695
"110","Ocbimv22019963m.g","KQ418839",216494,247288,30794
"111","Ocbimv22028859m.g","KQ420593",595727,602376,6649
"112","Ocbimv22020833m.g","KQ418970",1742853,1802536,59683
"113","Ocbimv22027840m.g","KQ420375",1384539,1399461,14922
"114","Ocbimv22015929m.g","KQ418303",1031133,1066396,35263
"115","Ocbimv22001170m.g","KQ424211",37882,39488,1606
"116","Ocbimv22002624m.g","KQ417023",765304,765943,639
"117","Ocbimv22027745m.g","KQ420357",14293,15153,860
"118","Ocbimv22021316m.g","KQ419028",227160,229178,2018
"119","Ocbimv22015648m.g","LGKD01620134",76,1529,1453
"120","Ocbimv22037891m.g","KQ423146",41932,65018,23086
"121","Ocbimv22003947m.g","LGKD01526236",339,1241,902
"122","Ocbimv22017521m.g","KQ418504",98923,108746,9823
"123","Ocbimv22035480m.g","KQ422401",114099,150110,36011
"124","Ocbimv22009652m.g","KQ427059",479184,553798,74614
"125","Ocbimv22025592m.g","KQ419857",202585,244350,41765
"126","Ocbimv22034359m.g","KQ422019",422256,422429,173
"127","Ocbimv22003813m.g","KQ417113",470248,475574,5326
"128","Ocbimv22001953m.g","KQ416976",74148,74686,538
"129","Ocbimv22016616m.g","KQ418370",270921,271253,332
"130","Ocbimv22036748m.g","KQ422849",125031,144477,19446
"131","Ocbimv22001700m.g","KQ424387",276502,309182,32680
"132","Ocbimv22016626m.g","KQ415967",225026,225487,461
"133","Ocbimv22028361m.g","KQ420477",378020,379522,1502
"134","Ocbimv22001995m.g","KQ416979",1016189,1037869,21680
"135","Ocbimv22038414m.g","KQ423329",47336,48428,1092
"136","Ocbimv22017048m.g","KQ418444",401822,419276,17454
"137","Ocbimv22039585m.g","KQ423712",212234,241278,29044
"138","Ocbimv22032876m.g","KQ416454",220811,223520,2709
"139","Ocbimv22000002m.g","KQ423819",103062,103370,308
"140","Ocbimv22004851m.g","KQ415809",106183,106722,539
"141","Ocbimv22013190m.g","KQ428420",204187,206197,2010
"142","Ocbimv22007226m.g","KQ426253",95788,99734,3946
"143","Ocbimv22009385m.g","KQ426987",2068,18754,16686
"144","Ocbimv22016012m.g","KQ418310",117439,171149,53710
"145","Ocbimv22033216m.g","KQ421758",87808,97387,9579
"146","Ocbimv22025275m.g","KQ416147",11267,12449,1182
"147","Ocbimv22000790m.g","KQ424066",58436,58756,320
"148","Ocbimv22026939m.g","KQ420146",146891,210537,63646
"149","Ocbimv22024874m.g","KQ419644",219626,219787,161
"150","Ocbimv22022156m.g","LGKD01675762",23,313,290
"151","Ocbimv22022746m.g","KQ416074",760794,779625,18831
"152","Ocbimv22030317m.g","KQ420947",10865,15127,4262
"153","Ocbimv22003279m.g","KQ424933",198159,198575,416
"154","Ocbimv22005292m.g","KQ425571",135607,145022,9415
"155","Ocbimv22021750m.g","KQ419094",216017,216325,308
"156","Ocbimv22021298m.g","KQ419026",288325,288940,615
"157","Ocbimv22015652m.g","KQ418272",26442,26717,275
"158","Ocbimv22005815m.g","KQ417280",20185,26263,6078
"159","Ocbimv22009707m.g","KQ427096",332,926,594
"160","Ocbimv22030731m.g","KQ421080",26237,55335,29098
"161","Ocbimv22002352m.g","KQ424643",51856,52266,410
"162","Ocbimv22004039m.g","KQ425190",75970,76212,242
"163","Ocbimv22007822m.g","KQ417454",97374,97739,365
"164","Ocbimv22007894m.g","KQ426484",161909,163292,1383
"165","Ocbimv22039540m.g","KQ423702",17976,40771,22795
"166","Ocbimv22033980m.g","KQ415733",24455,24856,401
"167","Ocbimv22007033m.g","KQ417370",623905,624201,296
"168","Ocbimv22017847m.g","KQ418552",150988,171491,20503
"169","Ocbimv22021276m.g","KQ416041",568456,571589,3133
"170","Ocbimv22024945m.g","KQ419660",244544,245776,1232
"171","Ocbimv22015082m.g","KQ418194",1558957,1563934,4977
"172","Ocbimv22012269m.g","KQ417897",542664,631847,89183
"173","Ocbimv22031273m.g","KQ416392",8870,16765,7895
"174","Ocbimv22026181m.g","KQ420011",128340,129479,1139
"175","Ocbimv22009259m.g","KQ417578",885431,893477,8046
"176","Ocbimv22023957m.g","KQ419507",115267,160817,45550
"177","Ocbimv22004029m.g","KQ425190",24825,28168,3343
"178","Ocbimv22002173m.g","KQ416993",13791,16171,2380
"179","Ocbimv22003433m.g","KQ417087",937922,943682,5760
"180","Ocbimv22014484m.g","KQ418140",473877,474344,467
"181","Ocbimv22023619m.g","LGKD01690941",125,292,167
"182","Ocbimv22001807m.g","KQ424425",580782,635620,54838
"183","Ocbimv22028043m.g","KQ416244",166667,184083,17416
"184","Ocbimv22024913m.g","KQ416131",934690,946981,12291
"185","Ocbimv22011810m.g","KQ415893",382146,496110,113964
"186","Ocbimv22033213m.g","KQ421754",109176,135100,25924
"187","Ocbimv22027692m.g","KQ416231",5332,21390,16058
"188","Ocbimv22015435m.g","KQ418245",117747,118076,329
"189","Ocbimv22039164m.g","KQ415770",29458,30417,959
"190","Ocbimv22021873m.g","KQ419115",44872,45219,347
"191","Ocbimv22020367m.g","KQ418900",477105,483081,5976
"192","Ocbimv22017361m.g","KQ418485",10710,11075,365
"193","Ocbimv22011211m.g","KQ417763",52688,104095,51407
"194","Ocbimv22026281m.g","KQ420022",636143,643853,7710
"195","Ocbimv22007217m.g","KQ426253",19406,24365,4959
"196","Ocbimv22012449m.g","LGKD01595455",13,915,902
"197","Ocbimv22029051m.g","KQ420635",19023,20403,1380
"198","Ocbimv22020155m.g","KQ418863",346174,361132,14958
"199","Ocbimv22018434m.g","KQ415992",90449,96693,6244
"200","Ocbimv22021435m.g","KQ419049",46592,52346,5754
"201","Ocbimv22022838m.g","LGKD01291934",1,377,376
"202","Ocbimv22021517m.g","LGKD01669010",23,142,119
"203","Ocbimv22032039m.g","KQ421412",8057,140770,132713
"204","Ocbimv22027862m.g","KQ416235",24078,46288,22210
"205","Ocbimv22031595m.g","KQ421288",7116,8424,1308
"206","Ocbimv22016447m.g","KQ415965",368799,368978,179
"207","Ocbimv22016769m.g","KQ418395",163517,163759,242
"208","Ocbimv22006413m.g","KQ425905",88465,89029,564
"209","Ocbimv22002339m.g","KQ415791",255610,256983,1373
"210","Ocbimv22019153m.g","KQ418723",321484,342576,21092
"211","Ocbimv22039724m.g","KQ416816",332538,346113,13575
"212","Ocbimv22013611m.g","KQ418039",231001,232789,1788
"213","Ocbimv22033553m.g","KQ421830",57408,91009,33601
"214","Ocbimv22014379m.g","KQ418124",52378,104592,52214
"215","Ocbimv22025494m.g","KQ419821",1599,2012,413
"216","Ocbimv22022979m.g","KQ419333",101151,136904,35753
"217","Ocbimv22035492m.g","KQ422407",122419,122952,533
"218","Ocbimv22024411m.g","KQ419577",205233,261323,56090
"219","Ocbimv22023989m.g","KQ419514",520225,606554,86329
"220","Ocbimv22033111m.g","KQ421731",14775,44824,30049
"221","Ocbimv22001085m.g","KQ416908",579760,580416,656
"222","Ocbimv22027853m.g","KQ420377",133669,136622,2953
"223","Ocbimv22014411m.g","KQ418129",233800,242081,8281
"224","Ocbimv22014608m.g","KQ429007",21226,27145,5919
"225","Ocbimv22013489m.g","KQ415916",316286,316507,221
"226","Ocbimv22010964m.g","KQ427571",64484,66934,2450
"227","Ocbimv22038240m.g","KQ423245",163467,187881,24414
"228","Ocbimv22028150m.g","KQ420439",214,5729,5515
"229","Ocbimv22035797m.g","KQ422556",31859,32029,170
"230","Ocbimv22032547m.g","KQ421582",65084,69413,4329
"231","Ocbimv22037623m.g","KQ415761",440459,486643,46184
"232","Ocbimv22025157m.g","KQ419713",94603,94950,347
"233","Ocbimv22021970m.g","KQ432478",479,968,489
"234","Ocbimv22023592m.g","KQ433494",6543,7001,458
"235","Ocbimv22010787m.g","KQ427521",223416,242813,19397
"236","Ocbimv22007623m.g","KQ417438",626599,628723,2124
"237","Ocbimv22037022m.g","KQ422909",183676,189876,6200
"238","Ocbimv22020415m.g","KQ431670",12988,50504,37516
"239","Ocbimv22032262m.g","KQ421506",50970,66996,16026
"240","Ocbimv22034725m.g","LGKD01430844",2,295,293
"241","Ocbimv22022045m.g","KQ419152",100256,114125,13869
"242","Ocbimv22029303m.g","KQ420701",9577,76182,66605
"243","Ocbimv22002365m.g","KQ424650",88623,94332,5709
"244","Ocbimv22026660m.g","KQ420089",133286,133957,671
"245","Ocbimv22011039m.g","KQ417740",175557,196576,21019
"246","Ocbimv22006125m.g","KQ417300",144890,152963,8073
"247","Ocbimv22031539m.g","KQ421270",148767,153153,4386
"248","Ocbimv22005364m.g","KQ425596",368011,368857,846
"249","Ocbimv22017659m.g","KQ418525",125030,135687,10657
"250","Ocbimv22024043m.g","KQ419525",96319,96928,609
"251","Ocbimv22000307m.g","KQ416853",23797,37427,13630
"252","Ocbimv22026579m.g","KQ416193",602946,619810,16864
"253","Ocbimv22034378m.g","KQ422021",471260,539371,68111
"254","Ocbimv22019437m.g","KQ418767",170135,193935,23800
"255","Ocbimv22031070m.g","KQ416384",17144,17302,158
"256","Ocbimv22013014m.g","KQ417972",354233,374975,20742
"257","Ocbimv22032371m.g","KQ416430",21238,29041,7803
"258","Ocbimv22022960m.g","KQ416079",233079,234361,1282
"259","Ocbimv22038540m.g","KQ423395",25773,30379,4606
"260","Ocbimv22036696m.g","KQ416653",131422,131697,275
"261","Ocbimv22033923m.g","KQ421906",626245,630392,4147
"262","Ocbimv22010703m.g","KQ417704",46109,55557,9448
"263","Ocbimv22015064m.g","KQ418194",1191438,1264579,73141
"264","Ocbimv22036429m.g","KQ422761",137234,237121,99887
"265","Ocbimv22013477m.g","KQ418026",278136,278799,663
"266","Ocbimv22026647m.g","KQ420085",326608,327510,902
"267","Ocbimv22033435m.g","KQ421810",218908,219515,607
"268","Ocbimv22023165m.g","KQ419366",117557,121752,4195
"269","Ocbimv22038503m.g","KQ423383",5095,5759,664
"270","Ocbimv22008178m.g","KQ417481",1957773,1994091,36318
"271","Ocbimv22039105m.g","KQ416779",449422,449950,528
"272","Ocbimv22025553m.g","KQ419838",99432,99923,491
"273","Ocbimv22001634m.g","KQ416950",611154,661565,50411
"274","Ocbimv22002351m.g","KQ424643",18066,19237,1171
"275","Ocbimv22037715m.g","KQ423110",211835,211990,155
"276","Ocbimv22020314m.g","KQ431600",34944,35671,727
"277","Ocbimv22023942m.g","KQ416106",427886,431381,3495
"278","Ocbimv22038223m.g","KQ416731",670364,674271,3907
"279","Ocbimv22006334m.g","KQ425878",90499,93508,3009
"280","Ocbimv22001115m.g","KQ424184",21283,29607,8324
"281","Ocbimv22036238m.g","KQ416626",1165844,1166449,605
"282","Ocbimv22036966m.g","KQ416666",2177454,2178157,703
"283","Ocbimv22029264m.g","KQ420696",7565,13521,5956
"284","Ocbimv22032591m.g","KQ421603",79052,105816,26764
"285","Ocbimv22039368m.g","KQ423633",602674,607074,4400
"286","Ocbimv22029001m.g","KQ416279",319931,338793,18862
"287","Ocbimv22037525m.g","KQ423058",17337,19194,1857
"288","Ocbimv22013835m.g","KQ418066",110675,143763,33088
"289","Ocbimv22026737m.g","KQ416198",335472,338945,3473
"290","Ocbimv22033611m.g","KQ421847",77290,78581,1291
"291","Ocbimv22031948m.g","KQ421389",41185,43020,1835
"292","Ocbimv22032835m.g","KQ421664",1330455,1344159,13704
"293","Ocbimv22023322m.g","KQ419393",109873,115697,5824
"294","Ocbimv22002674m.g","KQ424735",172396,172699,303
"295","Ocbimv22018991m.g","KQ418708",496738,497208,470
"296","Ocbimv22016975m.g","KQ418431",315209,324730,9521
"297","Ocbimv22018465m.g","LGKD01643250",297,470,173
"298","Ocbimv22038797m.g","KQ423465",39247,39799,552
"299","Ocbimv22037423m.g","KQ416694",2769833,2778925,9092
"300","Ocbimv22037842m.g","KQ423139",487295,504249,16954
"301","Ocbimv22013122m.g","KQ428379",478,25844,25366
"302","Ocbimv22016149m.g","KQ418322",528669,530607,1938
"303","Ocbimv22011857m.g","KQ427927",112244,112950,706
"304","Ocbimv22006740m.g","KQ417345",466988,475683,8695
"305","Ocbimv22037311m.g","KQ416685",18341,18532,191
"306","Ocbimv22034945m.g","KQ422223",21327,22763,1436
"307","Ocbimv22026450m.g","KQ420052",195211,195773,562
"308","Ocbimv22022666m.g","KQ419279",48133,48603,470
"309","Ocbimv22038599m.g","KQ423414",138331,139116,785
"310","Ocbimv22033331m.g","KQ421780",186623,187689,1066
"311","Ocbimv22017033m.g","KQ418441",302683,303096,413
"312","Ocbimv22020732m.g","KQ418957",268350,371892,103542
"313","Ocbimv22022046m.g","KQ419152",141809,142648,839
"314","Ocbimv22011839m.g","KQ417836",179011,179341,330
"315","Ocbimv22002144m.g","KQ415788",1024266,1027905,3639
"316","Ocbimv22016219m.g","KQ418328",531497,531799,302
"317","Ocbimv22018185m.g","KQ415989",100345,100992,647
"318","Ocbimv22003478m.g","KQ425015",720392,767923,47531
"319","Ocbimv22019382m.g","KQ431105",40157,40498,341
"320","Ocbimv22037140m.g","KQ422938",122399,123936,1537
"321","Ocbimv22015397m.g","KQ429320",41142,139713,98571
"322","Ocbimv22029131m.g","KQ420662",3423,3584,161
"323","Ocbimv22021815m.g","KQ419108",369885,370088,203
"324","Ocbimv22018920m.g","KQ430924",329752,342660,12908
"325","Ocbimv22019007m.g","KQ418710",1399296,1399580,284
"326","Ocbimv22004401m.g","KQ415804",69346,82402,13056
"327","Ocbimv22021118m.g","KQ432015",33636,55952,22316
"328","Ocbimv22025463m.g","KQ419808",17,26998,26981
"329","Ocbimv22023136m.g","KQ419355",31813,32160,347
"330","Ocbimv22019431m.g","LGKD01650749",82,591,509
"331","Ocbimv22002780m.g","KQ424779",412747,414465,1718
"332","Ocbimv22032758m.g","KQ421655",198667,199321,654
"333","Ocbimv22015485m.g","KQ418261",68325,77233,8908
"334","Ocbimv22018056m.g","KQ430541",85178,86038,860
"335","Ocbimv22004337m.g","KQ417149",585879,614454,28575
"336","Ocbimv22021397m.g","KQ432116",58865,59287,422
"337","Ocbimv22011720m.g","KQ417826",11569,13569,2000
"338","Ocbimv22010749m.g","KQ427497",3530,5157,1627
"339","Ocbimv22028907m.g","KQ416274",1282132,1329229,47097
"340","Ocbimv22024507m.g","KQ419590",815233,819247,4014
"341","Ocbimv22033221m.g","KQ421758",180873,182505,1632
"342","Ocbimv22007815m.g","KQ426461",353238,356104,2866
"343","Ocbimv22031376m.g","KQ416393",421206,421394,188
"344","Ocbimv22014002m.g","KQ418075",715046,724213,9167
"345","Ocbimv22013279m.g","KQ418007",15692,16846,1154
"346","Ocbimv22032373m.g","KQ416430",175524,176141,617
"347","Ocbimv22001608m.g","KQ416947",32657,34374,1717
"348","Ocbimv22036261m.g","KQ416628",24995,28613,3618
"349","Ocbimv22013231m.g","KQ418002",564051,565190,1139
"350","Ocbimv22029827m.g","KQ420828",957112,960776,3664
"351","Ocbimv22038305m.g","KQ423274",188231,207372,19141
"352","Ocbimv22011182m.g","KQ427664",3311,4544,1233
"353","Ocbimv22032879m.g","KQ421671",832,4125,3293
"354","Ocbimv22018280m.g","KQ418590",434988,450544,15556
"355","Ocbimv22018679m.g","KQ415684",875224,875565,341
"356","Ocbimv22039630m.g","KQ416810",1000383,1038119,37736
"357","Ocbimv22009475m.g","KQ417596",730266,730833,567
"358","Ocbimv22024727m.g","KQ419621",1332902,1334735,1833
"359","Ocbimv22013571m.g","KQ418038",170713,198146,27433
"360","Ocbimv22037215m.g","KQ422966",62752,63964,1212
"361","Ocbimv22003840m.g","KQ425128",532564,562845,30281
"362","Ocbimv22009001m.g","KQ417549",262117,273067,10950
"363","Ocbimv22037067m.g","KQ416671",128771,129598,827
"364","Ocbimv22029748m.g","KQ415712",503946,504401,455
"365","Ocbimv22031957m.g","KQ421389",348891,349453,562
"366","Ocbimv22029228m.g","KQ416294",240734,276783,36049
"367","Ocbimv22028653m.g","KQ420545",150236,156835,6599
"368","Ocbimv22002006m.g","KQ424511",82790,83029,239
"369","Ocbimv22001866m.g","KQ416971",501062,512815,11753
"370","Ocbimv22033589m.g","KQ421839",339583,363030,23447
"371","Ocbimv22028467m.g","KQ420496",164027,186640,22613
"372","Ocbimv22028200m.g","KQ420444",61523,128515,66992
"373","Ocbimv22006963m.g","KQ426167",43108,46001,2893
"374","Ocbimv22028691m.g","KQ420556",74087,74278,191
"375","Ocbimv22038074m.g","KQ423212",17669,18528,859
"376","Ocbimv22028601m.g","KQ416263",676639,687793,11154
"377","Ocbimv22001192m.g","KQ424219",465323,465796,473
"378","Ocbimv22016475m.g","KQ415966",308392,309131,739
"379","Ocbimv22038513m.g","KQ423384",33997,52943,18946
"380","Ocbimv22019498m.g","LGKD01651430",62,286,224
"381","Ocbimv22004242m.g","KQ417143",274160,322064,47904
"382","Ocbimv22011467m.g","KQ417793",94189,134812,40623
"383","Ocbimv22009089m.g","LGKD01173056",25,2233,2208
"384","Ocbimv22002863m.g","KQ424808",127846,128241,395
"385","Ocbimv22004581m.g","KQ425371",71349,112600,41251
"386","Ocbimv22001722m.g","KQ416957",16472,18268,1796
"387","Ocbimv22033781m.g","KQ421871",226806,232354,5548
"388","Ocbimv22012471m.g","KQ417913",26018,44724,18706
"389","Ocbimv22006629m.g","LGKD01548321",48,1623,1575
"390","Ocbimv22004142m.g","KQ417140",58954,61575,2621
"391","Ocbimv22014267m.g","KQ428837",6709,8652,1943
"392","Ocbimv22032083m.g","KQ421430",109490,109762,272
"393","Ocbimv22012225m.g","KQ415905",859731,875820,16089
"394","Ocbimv22023643m.g","KQ419449",46390,46722,332
"395","Ocbimv22025189m.g","KQ419727",16567,24978,8411
"396","Ocbimv22004860m.g","LGKD01533344",399,551,152
"397","Ocbimv22005149m.g","KQ425525",91493,161383,69890
"398","Ocbimv22026362m.g","KQ420033",154383,155415,1032
"399","Ocbimv22024685m.g","KQ419615",368004,368957,953
"400","Ocbimv22026746m.g","KQ416198",509092,512053,2961
"401","Ocbimv22006425m.g","KQ425918",1119,23175,22056
"402","Ocbimv22029892m.g","KQ420838",289809,322089,32280
"403","Ocbimv22014215m.g","KQ418101",232883,235628,2745
"404","Ocbimv22005712m.g","KQ425728",10188,12175,1987
"405","Ocbimv22016778m.g","KQ430015",37193,109368,72175
"406","Ocbimv22013306m.g","KQ418009",359555,384933,25378
"407","Ocbimv22023586m.g","KQ433487",36356,63635,27279
"408","Ocbimv22039876m.g","KQ416832",300509,320989,20480
"409","Ocbimv22033267m.g","KQ421758",1809032,1810527,1495
"410","Ocbimv22005948m.g","KQ417285",137774,138064,290
"411","Ocbimv22012959m.g","KQ417961",8024,19387,11363
"412","Ocbimv22031085m.g","LGKD01387411",3,524,521
"413","Ocbimv22019188m.g","KQ431041",72757,94497,21740
"414","Ocbimv22014950m.g","KQ429139",602308,602535,227
"415","Ocbimv22006214m.g","KQ417304",200534,209386,8852
"416","Ocbimv22024244m.g","KQ419552",5616,17689,12073
"417","Ocbimv22011743m.g","KQ427887",68803,119990,51187
"418","Ocbimv22039169m.g","KQ423559",36477,42332,5855
"419","Ocbimv22013353m.g","KQ428460",52298,53144,846
"420","Ocbimv22005053m.g","KQ417227",29043,30346,1303
"421","Ocbimv22039413m.g","KQ423651",1507114,1526349,19235
"422","Ocbimv22017027m.g","KQ418438",197789,198906,1117
"423","Ocbimv22002994m.g","KQ424859",162685,187138,24453
"424","Ocbimv22023149m.g","KQ419360",145549,147828,2279
"425","Ocbimv22008573m.g","KQ417510",198391,198540,149
"426","Ocbimv22032120m.g","KQ421453",217972,230149,12177
"427","Ocbimv22032664m.g","KQ421628",285616,286219,603
"428","Ocbimv22026319m.g","KQ420026",19832,69541,49709
"429","Ocbimv22033388m.g","KQ416479",616148,637821,21673
"430","Ocbimv22018188m.g","KQ415990",123425,123997,572
"431","Ocbimv22012541m.g","KQ417917",861534,861716,182
"432","Ocbimv22014140m.g","KQ428774",123343,123981,638
"433","Ocbimv22015953m.g","KQ418303",1692606,1693756,1150
"434","Ocbimv22020857m.g","KQ418971",3721,20922,17201
"435","Ocbimv22008839m.g","KQ417537",170617,171027,410
"436","Ocbimv22027319m.g","KQ420258",363347,363499,152
"437","Ocbimv22033783m.g","KQ421871",288869,309173,20304
"438","Ocbimv22016049m.g","KQ429676",3,66096,66093
"439","Ocbimv22019852m.g","KQ418821",884690,886478,1788
"440","Ocbimv22036643m.g","KQ422818",104201,104836,635
"441","Ocbimv22010040m.g","KQ417633",323561,323719,158
"442","Ocbimv22032515m.g","KQ421570",91375,104967,13592
"443","Ocbimv22036608m.g","KQ422804",279667,280222,555
"444","Ocbimv22038615m.g","KQ423415",90747,91274,527
"445","Ocbimv22002336m.g","KQ424634",15082,15975,893
"446","Ocbimv22023481m.g","KQ419416",61007,64352,3345
"447","Ocbimv22005160m.g","LGKD01535723",1208,2266,1058
"448","Ocbimv22038462m.g","KQ416744",21461,21688,227
"449","Ocbimv22026435m.g","KQ420052",2495,2791,296
"450","Ocbimv22038071m.g","LGKD01466316",202,345,143
"451","Ocbimv22019050m.g","KQ418711",1220281,1230968,10687
"452","Ocbimv22039499m.g","KQ423678",23240,25011,1771
"453","Ocbimv22038566m.g","KQ423405",24284,25957,1673
