"","ensembl_gene_id","chromosome_name","start_position","end_position","length"
"127","ENSBTAG00000000202","19",56205866,56217750,11884
"128","ENSBTAG00000000203","8",103783366,103792805,9439
"129","ENSBTAG00000000204","8",103800600,103825493,24893
"130","ENSBTAG00000000205","19",5612909,5642391,29482
"131","ENSBTAG00000000207","X",135627402,135693969,66567
"132","ENSBTAG00000000210","1",64083127,64203306,120179
"133","ENSBTAG00000000211","X",133143241,133282793,139552
"134","ENSBTAG00000000212","16",50937583,50955983,18400
"135","ENSBTAG00000000213","1",64211525,64240562,29037
"136","ENSBTAG00000000214","23",29910286,29911257,971
"137","ENSBTAG00000000215","16",50856300,50933400,77100
"138","ENSBTAG00000000218","10",14382469,14672701,290232
"139","ENSBTAG00000000219","5",95970070,96313866,343796
"140","ENSBTAG00000000220","22",1485764,1600233,114469
"141","ENSBTAG00000000221","28",7903182,7923038,19856
"142","ENSBTAG00000000222","28",7927929,8066468,138539
"143","ENSBTAG00000000223","11",26643590,26670025,26435
"144","ENSBTAG00000000224","28",25803071,25855714,52643
"145","ENSBTAG00000000225","27",37192520,37217387,24867
"146","ENSBTAG00000000226","27",37218555,37221940,3385
"147","ENSBTAG00000000228","23",29527909,29528871,962
"148","ENSBTAG00000000229","3",99242275,99264955,22680
"149","ENSBTAG00000000231","28",41486119,41544234,58115
"150","ENSBTAG00000000232","15",50400981,50401955,974
"151","ENSBTAG00000000233","15",50384953,50385906,953
"152","ENSBTAG00000000236","14",63393855,63427371,33516
"153","ENSBTAG00000000237","5",49017944,49018762,818
"154","ENSBTAG00000000238","7",50988391,51027492,39101
"155","ENSBTAG00000000240","9",69203273,69325807,122534
"156","ENSBTAG00000000241","13",77236072,77278921,42849
"157","ENSBTAG00000000242","1",57798617,57799321,704
"158","ENSBTAG00000000243","9",76190099,76196894,6795
"159","ENSBTAG00000000244","29",42855130,42966249,111119
"160","ENSBTAG00000000245","9",76205680,76463385,257705
"161","ENSBTAG00000000246","29",8891472,9112311,220839
"162","ENSBTAG00000000250","8",102631185,102634313,3128
"163","ENSBTAG00000000251","8",102642378,102652291,9913
"164","ENSBTAG00000000252","8",102655928,102658552,2624
"165","ENSBTAG00000000253","3",102414018,102498351,84333
"166","ENSBTAG00000000256","8",57533899,57625114,91215
"167","ENSBTAG00000000257","9",65275990,65339737,63747
"168","ENSBTAG00000000259","3",32071080,32090853,19773
"169","ENSBTAG00000000260","4",65961977,66053326,91349
"170","ENSBTAG00000000261","11",74934684,74946757,12073
"171","ENSBTAG00000000264","9",33719893,33772478,52585
"172","ENSBTAG00000000265","22",37781491,38082210,300719
"173","ENSBTAG00000000266","2",5634458,5683747,49289
"174","ENSBTAG00000000267","19",23080158,23280691,200533
"175","ENSBTAG00000000269","8",44298705,44344643,45938
"176","ENSBTAG00000000271","10",53893423,53977929,84506
"177","ENSBTAG00000000273","22",23199161,23239003,39842
"178","ENSBTAG00000000274","4",77120960,77129830,8870
"179","ENSBTAG00000000275","5",106112459,106146167,33708
"180","ENSBTAG00000000277","15",22475988,22502331,26343
"181","ENSBTAG00000000278","12",36524815,36562931,38116
"182","ENSBTAG00000000279","25",1679439,1685521,6082
"183","ENSBTAG00000000281","17",4218300,4297890,79590
"184","ENSBTAG00000000283","3",33488957,33509479,20522
"185","ENSBTAG00000000284","29",5097620,5148929,51309
"186","ENSBTAG00000000285","6",63290365,63314983,24618
"187","ENSBTAG00000000286","5",32145678,32189023,43345
"188","ENSBTAG00000000287","6",63317766,63348187,30421
"189","ENSBTAG00000000288","13",12300825,12396503,95678
"190","ENSBTAG00000000289","5",32135753,32144434,8681
"191","ENSBTAG00000000290","1",84108412,84205584,97172
"192","ENSBTAG00000000291","13",12236002,12281753,45751
"193","ENSBTAG00000000292","29",45565564,45577936,12372
"194","ENSBTAG00000000295","11",37932812,37970086,37274
"195","ENSBTAG00000000296","4",92569423,92586808,17385
"196","ENSBTAG00000000297","17",16534317,16553468,19151
"197","ENSBTAG00000000300","X",76421837,76427647,5810
"198","ENSBTAG00000000301","2",110840440,110842320,1880
"199","ENSBTAG00000000305","3",56698600,56715731,17131
"200","ENSBTAG00000000306","7",68871861,68934053,62192
"201","ENSBTAG00000000308","13",63816189,63881729,65540
"202","ENSBTAG00000000309","13",70704649,71533711,829062
"203","ENSBTAG00000000310","5",101190160,101203715,13555
"204","ENSBTAG00000000312","14",826740,830066,3326
"205","ENSBTAG00000000313","28",29189826,29206547,16721
"206","ENSBTAG00000000315","28",29208194,29236888,28694
"207","ENSBTAG00000000317","15",75918764,75938190,19426
"208","ENSBTAG00000000320","8",75580395,75650401,70006
"209","ENSBTAG00000000321","25",33639559,33645465,5906
"210","ENSBTAG00000000322","23",20602899,20689496,86597
"211","ENSBTAG00000000326","5",111159506,111251712,92206
"212","ENSBTAG00000000328","10",26072695,26074864,2169
"213","ENSBTAG00000000329","7",26554784,26762374,207590
"214","ENSBTAG00000000330","18",55910374,55924829,14455
"215","ENSBTAG00000000332","18",51021355,51028977,7622
"216","ENSBTAG00000000333","15",20598185,20812735,214550
"217","ENSBTAG00000000336","18",61158271,61171888,13617
"218","ENSBTAG00000000340","13",78817785,78845570,27785
"219","ENSBTAG00000000341","7",24975144,24993919,18775
"220","ENSBTAG00000000342","25",35480306,35488245,7939
"221","ENSBTAG00000000343","25",35473349,35479721,6372
"222","ENSBTAG00000000344","19",17238257,17247945,9688
"223","ENSBTAG00000000345","25",35463189,35468712,5523
"224","ENSBTAG00000000347","15",51229042,51242505,13463
"225","ENSBTAG00000000354","19",51158511,51160605,2094
"226","ENSBTAG00000000355","19",51154298,51156611,2313
"227","ENSBTAG00000000356","19",51148536,51154185,5649
"228","ENSBTAG00000000357","27",24422980,24471208,48228
"229","ENSBTAG00000000359","10",102954997,102972982,17985
"230","ENSBTAG00000000362","10",102974981,103055496,80515
"231","ENSBTAG00000000363","20",10017703,10086104,68401
"232","ENSBTAG00000000365","23",33082758,33094885,12127
"233","ENSBTAG00000000369","5",94125186,94321587,196401
"234","ENSBTAG00000000371","10",13201806,13234117,32311
"235","ENSBTAG00000000372","10",13235273,13252124,16851
"236","ENSBTAG00000000374","11",58509673,58513714,4041
"237","ENSBTAG00000000375","15",80527398,80537458,10060
"238","ENSBTAG00000000376","15",80539435,80570794,31359
"239","ENSBTAG00000000377","X",127954722,127992190,37468
"240","ENSBTAG00000000379","5",88683333,88697403,14070
"241","ENSBTAG00000000381","7",20652027,20653184,1157
"242","ENSBTAG00000000382","11",101945497,102165314,219817
"243","ENSBTAG00000000385","16",33149470,33155673,6203
"244","ENSBTAG00000000387","22",50688543,50692789,4246
"245","ENSBTAG00000000389","4",112326828,112343487,16659
"246","ENSBTAG00000000390","25",28081759,28188134,106375
"247","ENSBTAG00000000392","28",28177853,28287517,109664
"248","ENSBTAG00000000393","5",83676933,83723213,46280
"249","ENSBTAG00000000394","1",141381147,141486921,105774
"250","ENSBTAG00000000395","5",36905169,37122215,217046
"251","ENSBTAG00000000396","23",11066555,11071948,5393
"252","ENSBTAG00000000397","4",117261920,117301793,39873
"253","ENSBTAG00000000399","7",11807308,11809941,2633
"254","ENSBTAG00000000400","5",27519707,27531883,12176
"255","ENSBTAG00000000401","3",14247826,14254284,6458
"256","ENSBTAG00000000404","3",14237515,14244262,6747
"257","ENSBTAG00000000405","25",27201063,27204251,3188
"258","ENSBTAG00000000406","3",14232918,14240979,8061
"259","ENSBTAG00000000409","9",39988950,40037184,48234
"260","ENSBTAG00000000410","4",91836115,91840881,4766
"261","ENSBTAG00000000411","19",51123898,51137090,13192
"262","ENSBTAG00000000413","7",18518580,18532314,13734
"263","ENSBTAG00000000414","7",18515026,18516457,1431
"264","ENSBTAG00000000415","20",13529621,13613055,83434
"265","ENSBTAG00000000417","19",51118070,51122495,4425
"266","ENSBTAG00000000418","18",20894276,21016411,122135
"267","ENSBTAG00000000419","X",121080647,121291280,210633
"268","ENSBTAG00000000421","5",22650472,22777435,126963
"269","ENSBTAG00000000422","24",3403848,3482982,79134
"270","ENSBTAG00000000423","29",44692636,44702112,9476
"271","ENSBTAG00000000425","21",45341894,45342812,918
"272","ENSBTAG00000000426","15",43042081,43042631,550
"273","ENSBTAG00000000428","23",7712944,7719279,6335
"274","ENSBTAG00000000429","17",72563333,72590762,27429
"275","ENSBTAG00000000432","10",22263101,22328152,65051
"276","ENSBTAG00000000434","15",22242326,22246349,4023
"277","ENSBTAG00000000435","5",26518832,26524457,5625
"278","ENSBTAG00000000436","9",75740934,75756753,15819
"279","ENSBTAG00000000437","26",14871804,14893035,21231
"280","ENSBTAG00000000439","17",45279916,45360901,80985
"281","ENSBTAG00000000440","15",22246337,22248004,1667
"282","ENSBTAG00000000442","26",14896080,14903110,7030
"283","ENSBTAG00000000445","26",14911696,14964875,53179
"284","ENSBTAG00000000446","12",86288141,86389324,101183
"285","ENSBTAG00000000447","26",14968609,15042514,73905
"286","ENSBTAG00000000448","1",71964668,72000537,35869
"287","ENSBTAG00000000451","29",9897293,9905845,8552
"288","ENSBTAG00000000454","5",32318296,32323859,5563
"289","ENSBTAG00000000455","29",9887736,9893142,5406
"290","ENSBTAG00000000456","1",119339499,119376792,37293
"291","ENSBTAG00000000457","29",9869248,9870661,1413
"292","ENSBTAG00000000458","18",34440414,34478171,37757
"293","ENSBTAG00000000459","22",15060378,15080375,19997
"294","ENSBTAG00000000460","29",9741771,9862422,120651
"295","ENSBTAG00000000462","18",25499255,25521488,22233
"296","ENSBTAG00000000469","7",45843018,45867877,24859
"297","ENSBTAG00000000470","6",36880054,36893805,13751
"298","ENSBTAG00000000472","18",47452859,47471033,18174
"299","ENSBTAG00000000473","6",66135880,66272135,136255
"300","ENSBTAG00000000475","15",62222483,62296459,73976
"301","ENSBTAG00000000476","1",82816651,82821567,4916
"302","ENSBTAG00000000477","16",26601165,26603780,2615
"303","ENSBTAG00000000478","22",50067283,50069527,2244
"304","ENSBTAG00000000480","22",50039840,50066774,26934
"305","ENSBTAG00000000483","22",50029859,50032903,3044
"306","ENSBTAG00000000484","22",50016339,50026835,10496
"307","ENSBTAG00000000489","11",10201853,10205764,3911
"308","ENSBTAG00000000490","11",10187533,10202365,14832
"309","ENSBTAG00000000492","2",6665574,6676526,10952
"310","ENSBTAG00000000494","20",20014955,20315593,300638
"311","ENSBTAG00000000495","7",68784734,68800460,15726
"312","ENSBTAG00000000496","1",69521456,69670381,148925
"313","ENSBTAG00000000497","3",100505194,100517388,12194
"314","ENSBTAG00000000500","8",8476519,8542392,65873
"315","ENSBTAG00000000501","X",2100820,2298436,197616
"316","ENSBTAG00000000502","1",153640084,153663068,22984
"317","ENSBTAG00000000504","3",55014449,55045556,31107
"318","ENSBTAG00000000505","3",54928686,54989008,60322
"319","ENSBTAG00000000507","5",27820352,27839685,19333
"320","ENSBTAG00000000510","5",27808212,27814034,5822
"321","ENSBTAG00000000511","16",30706515,30802133,95618
"322","ENSBTAG00000000512","13",62888941,62915182,26241
"323","ENSBTAG00000000516","13",10585742,10589026,3284
"324","ENSBTAG00000000517","24",33007030,33041024,33994
"325","ENSBTAG00000000518","29",41639954,41642024,2070
"326","ENSBTAG00000000520","X",36747183,36807481,60298
"327","ENSBTAG00000000521","4",66266959,66328519,61560
"328","ENSBTAG00000000522","1",80611849,80618915,7066
"329","ENSBTAG00000000524","1",143846935,143850428,3493
"330","ENSBTAG00000000526","1",135753514,135824423,70909
"331","ENSBTAG00000000527","23",11729171,12057180,328009
"332","ENSBTAG00000000528","13",66243119,66271549,28430
"333","ENSBTAG00000000529","23",12062334,12436221,373887
"334","ENSBTAG00000000531","24",59288382,59317571,29189
"335","ENSBTAG00000000532","3",105632530,105644310,11780
"336","ENSBTAG00000000533","3",105615007,105622276,7269
"337","ENSBTAG00000000534","8",10385710,10415330,29620
"338","ENSBTAG00000000535","28",5877005,6186839,309834
"339","ENSBTAG00000000536","8",10335582,10384049,48467
"340","ENSBTAG00000000539","21",7226600,7416484,189884
"341","ENSBTAG00000000540","19",34063776,34069380,5604
"342","ENSBTAG00000000541","21",46701290,46705898,4608
"343","ENSBTAG00000000542","11",38211758,38282970,71212
"344","ENSBTAG00000000545","11",38244239,38297064,52825
"345","ENSBTAG00000000546","19",35883032,35886936,3904
"346","ENSBTAG00000000548","4",93862090,93922707,60617
"347","ENSBTAG00000000550","7",43683704,43685876,2172
"348","ENSBTAG00000000551","26",30880218,30890590,10372
"349","ENSBTAG00000000552","10",35975164,35985917,10753
"350","ENSBTAG00000000555","8",11611595,11674522,62927
"351","ENSBTAG00000000558","4",65090702,65093899,3197
"352","ENSBTAG00000000559","13",74654889,74665860,10971
"353","ENSBTAG00000000560","19",13214920,13216355,1435
"354","ENSBTAG00000000561","20",10230183,10276416,46233
"355","ENSBTAG00000000562","28",7883317,7898012,14695
"356","ENSBTAG00000000563","22",11609349,11613789,4440
"357","ENSBTAG00000000564","20",5750258,5822147,71889
"358","ENSBTAG00000000565","10",54224948,54365426,140478
"359","ENSBTAG00000000566","1",68289450,68332524,43074
"360","ENSBTAG00000000568","25",1129364,1137303,7939
"361","ENSBTAG00000000569","1",73362759,73365438,2679
"362","ENSBTAG00000000570","28",13467070,13522040,54970
"363","ENSBTAG00000000571","19",45042256,45058084,15828
"364","ENSBTAG00000000573","19",41627702,41634832,7130
"365","ENSBTAG00000000575","8",104208978,104311676,102698
"366","ENSBTAG00000000576","X",124420342,124463689,43347
"367","ENSBTAG00000000578","23",27599348,27618039,18691
"368","ENSBTAG00000000579","20",37164880,37370342,205462
"369","ENSBTAG00000000580","23",27599221,27602913,3692
"370","ENSBTAG00000000581","2",112861987,113100311,238324
"371","ENSBTAG00000000582","23",27595986,27598654,2668
"372","ENSBTAG00000000585","23",27589914,27592606,2692
"373","ENSBTAG00000000586","20",37045115,37150094,104979
"374","ENSBTAG00000000588","1",18712589,18736860,24271
"375","ENSBTAG00000000590","17",44523016,44583195,60179
"376","ENSBTAG00000000593","5",87876155,88043505,167350
"377","ENSBTAG00000000595","7",16782097,16851987,69890
"378","ENSBTAG00000000597","1",18567977,18710975,142998
"379","ENSBTAG00000000598","13",42185268,42189284,4016
"380","ENSBTAG00000000599","6",91881488,91920400,38912
"381","ENSBTAG00000000601","23",7350323,7378810,28487
"382","ENSBTAG00000000602","23",7380014,7386725,6711
"383","ENSBTAG00000000603","1",10702387,10787934,85547
"384","ENSBTAG00000000604","4",31876899,31903130,26231
"385","ENSBTAG00000000605","1",10690694,10698960,8266
"386","ENSBTAG00000000606","5",76301501,76417740,116239
"387","ENSBTAG00000000607","4",113788348,113803468,15120
"388","ENSBTAG00000000608","3",14042676,14070433,27757
"389","ENSBTAG00000000609","9",62732688,62733179,491
"390","ENSBTAG00000000613","7",16714677,16752222,37545
"391","ENSBTAG00000000616","3",507209,561418,54209
"392","ENSBTAG00000000620","14",31063582,31102416,38834
"393","ENSBTAG00000000621","18",48153486,48177891,24405
"394","ENSBTAG00000000622","21",22839036,22842669,3633
"395","ENSBTAG00000000623","21",22846025,22955571,109546
"396","ENSBTAG00000000625","10",13478777,13621037,142260
"397","ENSBTAG00000000626","7",58457553,58586994,129441
"398","ENSBTAG00000000629","9",52495548,52617857,122309
"399","ENSBTAG00000000630","18",44607827,44661349,53522
"400","ENSBTAG00000000632","14",69858330,69976418,118088
"401","ENSBTAG00000000634","3",116959554,117005443,45889
"402","ENSBTAG00000000638","18",14008412,14012515,4103
"403","ENSBTAG00000000639","18",14013051,14015824,2773
"404","ENSBTAG00000000640","21",5244997,5254196,9199
"405","ENSBTAG00000000641","19",38060253,38364401,304148
"406","ENSBTAG00000000642","25",41429465,41453280,23815
"407","ENSBTAG00000000644","3",16829295,16832678,3383
"408","ENSBTAG00000000646","6",44921531,44955049,33518
"409","ENSBTAG00000000647","5",119568730,119589195,20465
"410","ENSBTAG00000000648","1",9440973,9491324,50351
"411","ENSBTAG00000000650","5",119589228,119612001,22773
"412","ENSBTAG00000000653","13",67598734,67706157,107423
"413","ENSBTAG00000000654","13",36593248,36754850,161602
"414","ENSBTAG00000000655","21",47398496,47734138,335642
"415","ENSBTAG00000000656","24",779627,866891,87264
"416","ENSBTAG00000000658","14",720987,723829,2842
"417","ENSBTAG00000000660","13",67709013,67732524,23511
"418","ENSBTAG00000000662","5",113102494,113195472,92978
"419","ENSBTAG00000000664","3",27261018,27363147,102129
"420","ENSBTAG00000000665","19",42302320,42303571,1251
"421","ENSBTAG00000000666","19",42307188,42312293,5105
"422","ENSBTAG00000000667","5",74694651,74711373,16722
"423","ENSBTAG00000000668","7",22033885,22060149,26264
"424","ENSBTAG00000000670","22",48990198,48998979,8781
"425","ENSBTAG00000000671","22",48984160,48989507,5347
"426","ENSBTAG00000000672","20",58565052,58594909,29857
"427","ENSBTAG00000000675","19",53787203,53824616,37413
"428","ENSBTAG00000000676","9",22963808,23089404,125596
"429","ENSBTAG00000000678","3",28579009,28614809,35800
"430","ENSBTAG00000000679","9",23088493,23116895,28402
"431","ENSBTAG00000000682","7",22826247,23051768,225521
"432","ENSBTAG00000000683","13",46289405,46322491,33086
"433","ENSBTAG00000000684","2",134985221,135154958,169737
"434","ENSBTAG00000000686","13",10697268,10705509,8241
"435","ENSBTAG00000000687","5",19295432,19400057,104625
"436","ENSBTAG00000000690","3",18921958,18932193,10235
"437","ENSBTAG00000000694","15",46453641,46455094,1453
"438","ENSBTAG00000000695","8",75335452,75454151,118699
"439","ENSBTAG00000000696","15",46455063,46462510,7447
"440","ENSBTAG00000000697","15",46462641,46466203,3562
"441","ENSBTAG00000000698","17",65530211,65744827,214616
"442","ENSBTAG00000000699","8",81197389,81619574,422185
"443","ENSBTAG00000000700","15",40167676,40347859,180183
"444","ENSBTAG00000000703","11",45551844,45607498,55654
"445","ENSBTAG00000000704","25",27898147,27918749,20602
"446","ENSBTAG00000000705","11",24756935,24769582,12647
"447","ENSBTAG00000000706","1",9583345,9592271,8926
"448","ENSBTAG00000000707","14",8137189,8169248,32059
"449","ENSBTAG00000000710","7",20261476,20311632,50156
"450","ENSBTAG00000000711","14",8073208,8129604,56396
"451","ENSBTAG00000000712","8",110162117,110188746,26629
"452","ENSBTAG00000000713","25",35991389,36012002,20613
"453","ENSBTAG00000000715","4",113349198,113356352,7154
"454","ENSBTAG00000000717","7",43016868,43028554,11686
"455","ENSBTAG00000000718","7",21164683,21194842,30159
"456","ENSBTAG00000000719","4",110185261,110439133,253872
"457","ENSBTAG00000000720","8",80974612,80980412,5800
"458","ENSBTAG00000000721","18",43488169,43545013,56844
"459","ENSBTAG00000000725","25",38091964,38131352,39388
"460","ENSBTAG00000000727","15",54063709,54147686,83977
"461","ENSBTAG00000000728","25",2855140,2859275,4135
"462","ENSBTAG00000000730","2",34292569,34302949,10380
"463","ENSBTAG00000000731","19",35907559,35913414,5855
"464","ENSBTAG00000000735","21",25981584,25994592,13008
"465","ENSBTAG00000000736","3",92919163,92996508,77345
"466","ENSBTAG00000000737","10",58738961,58904048,165087
"467","ENSBTAG00000000738","8",80710910,80921735,210825
"468","ENSBTAG00000000742","1",134947902,134965883,17981
"469","ENSBTAG00000000743","27",26306486,26315497,9011
"470","ENSBTAG00000000744","27",26320484,26342212,21728
"471","ENSBTAG00000000745","4",65433649,65447871,14222
"472","ENSBTAG00000000746","1",157277141,157374828,97687
"473","ENSBTAG00000000748","6",15597411,15604174,6763
"474","ENSBTAG00000000749","5",84446036,84472173,26137
"475","ENSBTAG00000000750","1",133084511,133113773,29262
"476","ENSBTAG00000000751","6",15577365,15590078,12713
"477","ENSBTAG00000000752","1",157392691,157410804,18113
"478","ENSBTAG00000000753","7",19978943,20004157,25214
"479","ENSBTAG00000000754","16",71180690,71252919,72229
"480","ENSBTAG00000000755","7",20132959,20178566,45607
"481","ENSBTAG00000000758","16",71143193,71178800,35607
"482","ENSBTAG00000000759","16",71127134,71133739,6605
"483","ENSBTAG00000000764","7",11294341,11298380,4039
"484","ENSBTAG00000000765","26",37019951,37039831,19880
"485","ENSBTAG00000000767","10",995927,1043639,47712
"486","ENSBTAG00000000770","15",53707096,53759583,52487
"487","ENSBTAG00000000771","4",118628470,118690018,61548
"488","ENSBTAG00000000772","16",63533641,63536686,3045
"489","ENSBTAG00000000773","29",41042979,41052771,9792
"490","ENSBTAG00000000778","23",17752495,17758156,5661
"491","ENSBTAG00000000781","25",33881985,34015826,133841
"492","ENSBTAG00000000782","6",70564927,70612683,47756
"493","ENSBTAG00000000783","11",13861144,13975868,114724
"494","ENSBTAG00000000784","3",120329405,120335084,5679
"495","ENSBTAG00000000785","3",120335887,120364423,28536
"496","ENSBTAG00000000786","23",50621892,50632743,10851
"497","ENSBTAG00000000789","3",120373077,120389112,16035
"498","ENSBTAG00000000791","26",25666273,25678297,12024
