"","ensembl_gene_id","chromosome_name","start_position","end_position","length"
"240","FBgn0033550","2R",10812157,10813310,1153
"241","FBgn0043578","3L",16727299,16727989,690
"242","FBgn0263216","X",9966615,9977405,10790
"243","FBgn0033184","2R",7508527,7510357,1830
"244","FBgn0267461","3L",1001027,1002195,1168
"245","FBgn0264469","3L",21528546,21529115,569
"246","FBgn0038183","3R",13780964,13782082,1118
"247","FBgn0030439","X",12974683,12976231,1548
"248","FBgn0051575","3R",17658381,17658453,72
"249","FBgn0035476","3L",3938624,3940125,1501
"250","FBgn0053395","2R",19750620,19750754,134
"251","FBgn0051251","3R",17683740,17684915,1175
"252","FBgn0039145","3R",24054391,24055092,701
"253","FBgn0030323","X",11677344,11678589,1245
"254","FBgn0037506","3R",7500951,7502376,1425
"255","FBgn0040389","X",2343997,2344649,652
"256","FBgn0033526","2R",10466001,10468540,2539
"257","FBgn0039743","3R",30052514,30054697,2183
"258","FBgn0263399","3R",17911376,17912045,669
"259","FBgn0030710","X",15941077,15944449,3372
"260","FBgn0034735","2R",22492197,22494295,2098
"261","FBgn0267765","3R",24815759,24817131,1372
"262","FBgn0036640","3L",16576859,16580306,3447
"263","FBgn0259745","2R",7478853,7489823,10970
"264","FBgn0024814","3L",20241053,20243735,2682
"265","FBgn0028950","2L",15610171,15611719,1548
"266","FBgn0036790","3L",18560258,18576326,16068
"267","FBgn0086074","3L",7639717,7639794,77
"268","FBgn0084049","2R",4731514,4732343,829
"269","FBgn0031659","2L",4971702,4973687,1985
"270","FBgn0053447","2R",19731409,19731543,134
"271","FBgn0053557","X",10009210,10010049,839
"272","FBgn0261560","2L",3478434,3479612,1178
"273","FBgn0028941","2L",13542268,13543633,1365
"274","FBgn0031715","2L",5535861,5536758,897
"275","FBgn0027509","2L",2147518,2151664,4146
"276","FBgn0032775","2L",19390370,19398493,8123
"277","FBgn0038011","3R",12311353,12313119,1766
"278","FBgn0053317","2L",20901134,20901524,390
"279","FBgn0003525","3R",29251826,29255800,3974
"280","FBgn0259851","Y",904859,905678,819
"281","FBgn0038195","3R",14032371,14035041,2670
"282","FBgn0261341","3L",19690033,19695260,5227
"283","FBgn0030960","X",18791668,18793517,1849
"284","FBgn0028292","X",9256168,9259202,3034
"285","FBgn0275434","3L",13840611,13842198,1587
"286","FBgn0086044","X",9929889,9930006,117
"287","FBgn0039009","3R",22704254,22707278,3024
"288","FBgn0035631","3L",5765846,5767084,1238
"289","FBgn0036474","3L",15076907,15078447,1540
"290","FBgn0085366","X",7417253,7417693,440
"291","FBgn0030340","X",11842662,11846099,3437
"292","FBgn0038009","3R",12270890,12271300,410
"293","FBgn0083015","3L",11822984,11823124,140
"294","FBgn0015546","2L",14362069,14366840,4771
"295","FBgn0000566","2R",18627918,18629395,1477
"296","FBgn0262237","X",22833440,22833583,143
"297","FBgn0031189","X",22473698,22474998,1300
"298","FBgn0016059","2R",17672839,17683499,10660
"299","FBgn0023170","2R",24061853,24062431,578
"300","FBgn0040290","3L",8170640,8175978,5338
"301","FBgn0085831","Y",3024149,3024385,236
"302","FBgn0266888","2L",15280028,15280449,421
"303","FBgn0024329","3R",18733106,18743594,10488
"304","FBgn0264347","2L",15960243,15961190,947
"305","FBgn0030992","X",19183421,19187278,3857
"306","FBgn0267435","3R",31204180,31210730,6550
"307","FBgn0001301","2L",18129884,18138083,8199
"308","FBgn0265369","2L",3616296,3617619,1323
"309","FBgn0002734","3R",25997621,25998633,1012
"310","FBgn0034483","2R",20211585,20212619,1034
"311","FBgn0032375","2L",11789919,11791011,1092
"312","FBgn0266748","3R",16991978,16992976,998
"313","FBgn0266804","2R",12777324,12778995,1671
"314","FBgn0032391","2L",11990927,11992848,1921
"315","FBgn0085523","Y",953256,954313,1057
"316","FBgn0260234","3R",19914320,19915412,1092
"317","FBgn0023550","X",2201820,2203866,2046
"318","FBgn0265840","2R",20014495,20014695,200
"319","FBgn0284416","2L",12774054,12775252,1198
"320","FBgn0013342","3L",1630348,1637752,7404
"321","FBgn0026149","X",9356634,9358594,1960
"322","FBgn0002629","3R",26023821,26024579,758
"323","FBgn0261639","3L",24546138,24546986,848
"324","FBgn0002645","3R",32055279,32068441,13162
"325","FBgn0029891","X",6683798,6687302,3504
"326","FBgn0010217","4",1031484,1034917,3433
"327","FBgn0037590","3R",8510077,8511358,1281
"328","FBgn0051806","2L",16984978,16985634,656
"329","FBgn0011020","3R",7151367,7154219,2852
"330","FBgn0265413","X",9070318,9078499,8181
"331","FBgn0267717","3L",11229029,11229437,408
"332","FBgn0038944","3R",22334257,22340307,6050
"333","FBgn0083035","2L",20419145,20419281,136
"334","FBgn0034314","2R",18180496,18182519,2023
"335","FBgn0037936","3R",11688381,11690051,1670
"336","FBgn0034821","2R",23090100,23094266,4166
"337","FBgn0037834","3R",10786481,10788226,1745
"338","FBgn0085391","3R",28026615,28090740,64125
"339","FBgn0028889","2L",15132306,15132389,83
"340","FBgn0033692","2R",12180493,12182373,1880
"341","FBgn0267141","3R",11486788,11487227,439
"342","FBgn0265658","2R",16810595,16811095,500
"343","FBgn0031872","2L",6945464,6948808,3344
"344","FBgn0032768","2L",19298345,19299933,1588
"345","FBgn0086066","3L",829922,829992,70
"346","FBgn0265829","2L",10542860,10543522,662
"347","FBgn0032682","2L",18485417,18488021,2604
"348","FBgn0054005","2R",18048108,18048909,801
"349","FBgn0267110","3R",8228008,8229448,1440
"350","FBgn0015222","3R",30385573,30388178,2605
"351","FBgn0052183","3L",17690015,17748839,58824
"352","FBgn0035207","3L",1313696,1318330,4634
"353","FBgn0267648","3R",21354445,21359768,5323
"354","FBgn0266084","3L",8753619,8798719,45100
"355","FBgn0045759","3L",6990622,6994447,3825
"356","FBgn0037174","3L",22669956,22680034,10078
"357","FBgn0267910","X",3545750,3546110,360
"358","FBgn0030314","X",11573731,11576152,2421
"359","FBgn0036099","3L",10691024,10692598,1574
"360","FBgn0267612","3R",24439867,24440510,643
"361","FBgn0030538","X",14171487,14172624,1137
"362","FBgn0086063","3L",827312,827383,71
"363","FBgn0034722","2R",22375090,22378484,3394
"364","FBgn0030966","X",18846389,18848566,2177
"365","FBgn0053203","3R",28870606,28887709,17103
"366","FBgn0050234","2R",17143965,17144046,81
"367","FBgn0037831","3R",10761310,10766756,5446
"368","FBgn0029133","X",13212325,13214408,2083
"369","FBgn0262893","3L",15530085,15531473,1388
"370","FBgn0035247","3L",1637942,1639235,1293
"371","FBgn0052409","3L",5899528,5900936,1408
"372","FBgn0010213","2R",16772785,16773915,1130
"373","FBgn0267951","3L",10797626,10798408,782
"374","FBgn0039485","3R",27101406,27102917,1511
"375","FBgn0032692","2L",18614339,18616106,1767
"376","FBgn0028686","X",11125101,11126785,1684
"377","FBgn0038819","3R",20669571,20672821,3250
"378","FBgn0265498","2R",13854659,13855894,1235
"379","FBgn0030540","X",14176923,14178456,1533
"380","FBgn0037662","3R",9177517,9179098,1581
"381","FBgn0002021","2L",19049843,19051612,1769
"382","FBgn0032225","2L",10344442,10347706,3264
"383","FBgn0030744","X",16381954,16384908,2954
"384","FBgn0267422","Y",3340824,3341546,722
"385","FBgn0037708","3R",9553696,9555408,1712
"386","FBgn0264901","3R",24231186,24231719,533
"387","FBgn0035524","3L",4281504,4282817,1313
"388","FBgn0038511","3R",17425768,17446499,20731
"389","FBgn0083037","2L",20418670,20418804,134
"390","FBgn0015245","X",11108482,11112308,3826
"391","FBgn0065092","3L",434855,434918,63
"392","FBgn0031858","2L",6774041,6778444,4403
"393","FBgn0038114","3R",13042050,13044086,2036
"394","FBgn0028669","2R",18908961,18911895,2934
"395","FBgn0266946","3L",15143801,15144170,369
"396","FBgn0264776","3R",15507940,15508886,946
"397","FBgn0030613","X",15089682,15113762,24080
"398","FBgn0004511","X",11769769,11778784,9015
"399","FBgn0033192","2R",7540111,7564435,24324
"400","FBgn0036859","3L",19269351,19274168,4817
"401","FBgn0259189","X",7879800,7881679,1879
"402","FBgn0002936","2L",877302,878270,968
"403","FBgn0260954","2L",14741161,14741840,679
"404","FBgn0034274","2R",17748935,17750136,1201
"405","FBgn0035643","3L",5882304,5884090,1786
"406","FBgn0036273","3L",12277655,12281476,3821
"407","FBgn0265701","X",8707974,8708184,210
"408","FBgn0031109","X",20415744,20416521,777
"409","FBgn0035005","2R",24445500,24446839,1339
"410","FBgn0027582","2L",11115635,11120319,4684
"411","FBgn0267536","3L",9991736,9992583,847
"412","FBgn0003687","2R",21686192,21687642,1450
"413","FBgn0263494","3L",9385646,9386112,466
"414","FBgn0262355","2L",16944723,16945374,651
"415","FBgn0267036","X",2269996,2270507,511
"416","FBgn0039696","3R",29795697,29799354,3657
"417","FBgn0011960","3R",8140727,8140799,72
"418","FBgn0266143","2L",14019395,14020325,930
"419","FBgn0267508","rDNA",4492,5312,820
"420","FBgn0085424","2L",12587625,12628135,40510
"421","FBgn0267072","X",4805459,4805683,224
"422","FBgn0263445","2R",12875164,12877280,2116
"423","FBgn0051139","3R",22747690,22749056,1366
"424","FBgn0262008","3L",10099357,10100881,1524
"425","FBgn0266699","3R",30781178,30783645,2467
"426","FBgn0039205","3R",24529773,24530558,785
"427","FBgn0286035","3R",9630255,9630440,185
"428","FBgn0266944","3L",15457491,15457878,387
"429","FBgn0032444","2L",12690336,12692934,2598
"430","FBgn0265147","2L",14241071,14241732,661
"431","FBgn0029863","X",6303975,6306745,2770
"432","FBgn0267615","3L",21398317,21398941,624
"433","FBgn0039883","3R",31812609,31846570,33961
"434","FBgn0262852","X",11587283,11589173,1890
"435","FBgn0267913","2R",12169558,12171706,2148
"436","FBgn0037126","3L",21737706,21738430,724
"437","FBgn0020617","2R",20916753,20937030,20277
"438","FBgn0032602","2L",16758184,16760554,2370
"439","FBgn0266253","3R",25496078,25496478,400
"440","FBgn0038439","3R",16484566,16495422,10856
"441","FBgn0025874","3L",13962658,13964702,2044
"442","FBgn0050486","2R",12848034,12848993,959
"443","FBgn0266029","2L",5564811,5565755,944
"444","FBgn0032519","2L",13395360,13396184,824
"445","FBgn0030389","X",12454729,12455683,954
"446","FBgn0266907","2L",355663,356891,1228
"447","FBgn0082946","3L",1666892,1666964,72
"448","FBgn0030122","X",9273413,9275653,2240
"449","FBgn0032004","2L",8216851,8218017,1166
"450","FBgn0039844","3R",31382109,31391893,9784
"451","FBgn0031959","2L",7873495,7879552,6057
"452","FBgn0037044","3L",21027915,21030141,2226
"453","FBgn0264376","2L",19919845,19921926,2081
"454","FBgn0031114","X",20424069,20426402,2333
"455","FBgn0265921","X",20758489,20759626,1137
"456","FBgn0259870","211000022279165",14,1118,1104
"457","FBgn0032705","2L",18708846,18711297,2451
"458","FBgn0267529","3L",8183583,8183998,415
"459","FBgn0035176","3L",902898,903810,912
"460","FBgn0039529","3R",27623359,27626011,2652
"461","FBgn0036112","3L",10972648,10973476,828
"462","FBgn0266628","2R",10541595,10541995,400
"463","FBgn0027330","X",8716713,8720277,3564
"464","FBgn0032925","2L",21163641,21166090,2449
"465","FBgn0067628","3R",14886456,14887739,1283
"466","FBgn0052580","X",16009114,16061722,52608
"467","FBgn0263072","X",10602641,10620190,17549
"468","FBgn0259168","X",17862697,17887222,24525
"469","FBgn0033485","2R",10098518,10099590,1072
"470","FBgn0053764","3L",4266789,4267503,714
"471","FBgn0052699","X",9571537,9579987,8450
"472","FBgn0266026","2L",3389348,3389753,405
"473","FBgn0033554","2R",10821098,10821640,542
"474","FBgn0004594","3L",15657628,15658149,521
"475","FBgn0035263","3L",1724390,1725647,1257
"476","FBgn0010114","2R",9227785,9247249,19464
"477","FBgn0038373","3R",15846534,15848436,1902
"478","FBgn0035309","3L",2167550,2169108,1558
"479","FBgn0250785","2L",20788662,20797042,8380
"480","FBgn0264897","3R",4774516,4775053,537
"481","FBgn0037594","3R",8552608,8553968,1360
"482","FBgn0262403","2R",15657066,15657163,97
"483","FBgn0267256","2L",10657627,10658031,404
"484","FBgn0034281","2R",17860760,17861591,831
"485","FBgn0027588","X",21600502,21605264,4762
"486","FBgn0032864","2L",20461585,20463444,1859
"487","FBgn0265531","X",2065455,2066106,651
"488","FBgn0011933","2R",6162023,6162096,73
"489","FBgn0038028","3R",12380869,12382691,1822
"490","FBgn0052453","3L",22697230,22697970,740
"491","FBgn0261283","3L",19793935,19798979,5044
"492","FBgn0034224","2R",17475214,17476272,1058
"493","FBgn0001986","2L",15752263,15755900,3637
"494","FBgn0086443","2L",19129469,19131954,2485
"495","FBgn0038202","3R",14104488,14108321,3833
"496","FBgn0034808","2R",22993669,22998884,5215
"497","FBgn0032585","2L",16488148,16490182,2034
"498","FBgn0003068","X",2685580,2692780,7200
"499","FBgn0267506","rDNA",55104,59294,4190
"500","FBgn0002632","3R",26032911,26034047,1136
"501","FBgn0051963","2L",4418977,4419048,71
"502","FBgn0085569","2R",3363857,3364402,545
"503","FBgn0050316","2R",6171687,6171759,72
"504","FBgn0032848","2L",20093972,20096253,2281
"505","FBgn0019949","2R",22636063,22637727,1664
"506","FBgn0286005","2R",18180151,18180205,54
"507","FBgn0011276","X",2680199,2681723,1524
"508","FBgn0025676","3L",708601,710607,2006
"509","FBgn0259795","2R",16534943,16537086,2143
"510","FBgn0003256","2R",1071462,1125927,54465
"511","FBgn0010295","X",3241491,3242084,593
"512","FBgn0053378","2R",19756879,19757013,134
"513","FBgn0053792","2R",12632674,12633454,780
"514","FBgn0033876","2R",13841761,13846255,4494
"515","FBgn0038385","3R",15920898,15932887,11989
"516","FBgn0003944","3R",16656623,16734426,77803
"517","FBgn0047351","3R",23699328,23700354,1026
"518","FBgn0035469","3L",3896900,3897498,598
"519","FBgn0085466","3R",28283719,28284725,1006
"520","FBgn0039532","3R",27636412,27639871,3459
"521","FBgn0027550","2L",10761116,10764971,3855
"522","FBgn0050295","2R",20870791,20879145,8354
"523","FBgn0038938","3R",22298805,22304420,5615
"524","FBgn0001086","2L",16310956,16313097,2141
"525","FBgn0011850","2R",19726142,19726213,71
"526","FBgn0001291","2R",10096480,10098556,2076
"527","FBgn0004901","3R",7909598,7911779,2181
"528","FBgn0030418","X",12744212,12749785,5573
"529","FBgn0037758","3R",9797769,9801026,3257
"530","FBgn0030512","X",13684380,13718285,33905
"531","FBgn0040487","3L",14945499,14946125,626
"532","FBgn0042104","3R",7780884,7783446,2562
"533","FBgn0052850","4",314923,331387,16464
"534","FBgn0263590","X",7872827,7873640,813
"535","FBgn0265426","3R",7263440,7264292,852
"536","FBgn0034186","2R",17059331,17062634,3303
"537","FBgn0045468","3R",21845454,21846659,1205
"538","FBgn0265140","3R",14664907,14697292,32385
"539","FBgn0259932","3L",9972312,9974023,1711
"540","FBgn0267264","2L",19322938,19326106,3168
"541","FBgn0039226","3R",24797460,24799668,2208
"542","FBgn0036502","3L",15505188,15508252,3064
"543","FBgn0261998","3L",17792088,17797594,5506
"544","FBgn0262109","3L",224106,230964,6858
"545","FBgn0082948","3L",20454246,20454324,78
"546","FBgn0041781","2L",10976772,10982395,5623
"547","FBgn0030525","X",13796389,13797638,1249
"548","FBgn0038550","3R",17805679,17807085,1406
"549","FBgn0051368","3R",11882790,11892382,9592
"550","FBgn0030658","X",15578205,15579857,1652
"551","FBgn0036879","3L",19519649,19520419,770
"552","FBgn0039890","4",184076,193829,9753
"553","FBgn0032067","2L",8769159,8772344,3185
"554","FBgn0038549","3R",17803225,17805249,2024
"555","FBgn0263830","X",22958856,22960091,1235
"556","FBgn0266579","3R",27639886,27656996,17110
"557","FBgn0036984","3L",20407103,20410566,3463
"558","FBgn0051281","3R",22966284,22967842,1558
"559","FBgn0014028","2R",6807626,6809172,1546
"560","FBgn0030590","X",14862989,14871181,8192
"561","FBgn0034511","2R",20526311,20526825,514
"562","FBgn0267871","Y",3071943,3072466,523
"563","FBgn0044810","3R",20904917,20905518,601
"564","FBgn0025383","X",1472522,1473727,1205
"565","FBgn0000289","2R",14173693,14182838,9145
"566","FBgn0267142","3R",12244989,12245353,364
"567","FBgn0038405","3R",16181020,16186235,5215
"568","FBgn0040512","3L",16671664,16673555,1891
"569","FBgn0261788","3L",7655389,7718395,63006
"570","FBgn0031929","2L",7689311,7691061,1750
