"","ensembl_gene_id","chromosome_name","start_position","end_position","length"
"76","ENSACAG00000000088","GL343392.1",882188,947446,65258
"77","ENSACAG00000000089","GL343392.1",947511,1006031,58520
"78","ENSACAG00000000090","AAWZ02037755",870,14726,13856
"79","ENSACAG00000000091","GL343322.1",1326543,1432528,105985
"80","ENSACAG00000000092","GL343571.1",389727,401973,12246
"81","ENSACAG00000000094","AAWZ02039691",2049,5901,3852
"82","ENSACAG00000000095","GL343837.1",74615,166283,91668
"83","ENSACAG00000000097","GL343322.1",1279903,1306672,26769
"84","ENSACAG00000000098","GL343232.1",2018227,2109681,91454
"85","ENSACAG00000000099","GL343407.1",158529,236511,77982
"86","ENSACAG00000000100","GL343407.1",107371,138995,31624
"87","ENSACAG00000000101","GL343322.1",1129449,1158460,29011
"88","ENSACAG00000000102","GL343232.1",1943433,2001780,58347
"89","ENSACAG00000000103","GL343322.1",1123000,1125455,2455
"90","ENSACAG00000000106","4",69088805,69667612,578807
"91","ENSACAG00000000107","GL343322.1",1098262,1108101,9839
"92","ENSACAG00000000108","GL343322.1",1079321,1096052,16731
"93","ENSACAG00000000109","GL343322.1",1075060,1080048,4988
"94","ENSACAG00000000112","1",148001345,148019236,17891
"95","ENSACAG00000000114","GL343322.1",935358,945110,9752
"96","ENSACAG00000000115","4",104460292,104461710,1418
"97","ENSACAG00000000118","GL343322.1",858415,864826,6411
"98","ENSACAG00000000119","4",104449080,104459299,10219
"99","ENSACAG00000000120","GL343322.1",831857,845507,13650
"100","ENSACAG00000000122","GL344817.1",7665,9254,1589
"101","ENSACAG00000000124","4",104433385,104447933,14548
"102","ENSACAG00000000125","GL343967.1",626,9418,8792
"103","ENSACAG00000000126","AAWZ02037500",5013,14108,9095
"104","ENSACAG00000000128","1",148050180,148071864,21684
"105","ENSACAG00000000129","4",104410900,104431007,20107
"106","ENSACAG00000000130","4",104392352,104405193,12841
"107","ENSACAG00000000131","4",16488532,16489341,809
"108","ENSACAG00000000132","1",148095348,148179992,84644
"109","ENSACAG00000000133","4",16509426,16510409,983
"110","ENSACAG00000000135","4",16441421,16444268,2847
"111","ENSACAG00000000136","GL343322.1",812723,825080,12357
"112","ENSACAG00000000139","4",16274636,16276087,1451
"113","ENSACAG00000000140","4",16041507,16127709,86202
"114","ENSACAG00000000141","4",139233222,139278542,45320
"115","ENSACAG00000000144","4",15677183,15790531,113348
"116","ENSACAG00000000145","4",104357124,104357225,101
"117","ENSACAG00000000146","4",104277264,104302469,25205
"118","ENSACAG00000000150","4",139295513,139327114,31601
"119","ENSACAG00000000151","GL343232.1",1912641,1921714,9073
"120","ENSACAG00000000152","1",148191308,148247259,55951
"121","ENSACAG00000000153","4",139345663,139391290,45627
"122","ENSACAG00000000154","4",38374979,38435503,60524
"123","ENSACAG00000000155","GL343322.1",798141,809462,11321
"124","ENSACAG00000000156","2",134467111,134525427,58316
"125","ENSACAG00000000157","GL344422.1",38168,43435,5267
"126","ENSACAG00000000159","4",38289966,38308641,18675
"127","ENSACAG00000000160","4",139398135,139609548,211413
"128","ENSACAG00000000164","GL343232.1",1837284,1889292,52008
"129","ENSACAG00000000165","GL343322.1",301048,324114,23066
"130","ENSACAG00000000166","4",15669999,15672625,2626
"131","ENSACAG00000000167","4",15623698,15657145,33447
"132","ENSACAG00000000168","4",104183166,104272080,88914
"133","ENSACAG00000000169","GL343232.1",1812223,1826315,14092
"134","ENSACAG00000000170","GL343838.1",14072,71800,57728
"135","ENSACAG00000000171","GL343232.1",1804021,1807614,3593
"136","ENSACAG00000000173","GL343322.1",203924,219190,15266
"137","ENSACAG00000000175","4",38261221,38285414,24193
"138","ENSACAG00000000176","GL343232.1",1755039,1800065,45026
"139","ENSACAG00000000177","GL343406.1",308556,324444,15888
"140","ENSACAG00000000178","4",103442851,103522520,79669
"141","ENSACAG00000000179","3",105978360,105988812,10452
"142","ENSACAG00000000180","GL343232.1",1714679,1715566,887
"143","ENSACAG00000000181","GL343406.1",326696,331875,5179
"144","ENSACAG00000000182","GL343232.1",1400418,1564379,163961
"145","ENSACAG00000000184","GL343250.1",206620,318155,111535
"146","ENSACAG00000000185","GL343322.1",196438,197813,1375
"147","ENSACAG00000000186","GL343322.1",192646,198889,6243
"148","ENSACAG00000000187","GL344274.1",13468,46215,32747
"149","ENSACAG00000000188","3",105990179,106012619,22440
"150","ENSACAG00000000189","GL343322.1",185479,192281,6802
"151","ENSACAG00000000190","AAWZ02039250",143,6456,6313
"152","ENSACAG00000000191","GL343644.1",421,5565,5144
"153","ENSACAG00000000192","GL343644.1",8689,15789,7100
"154","ENSACAG00000000193","GL343406.1",336253,337626,1373
"155","ENSACAG00000000194","1",147194573,147197367,2794
"156","ENSACAG00000000195","GL343406.1",341665,430245,88580
"157","ENSACAG00000000197","4",15614195,15617737,3542
"158","ENSACAG00000000198","1",147049018,147159318,110300
"159","ENSACAG00000000199","GL343644.1",17703,28093,10390
"160","ENSACAG00000000200","GL343322.1",177623,182891,5268
"161","ENSACAG00000000201","4",38225663,38260674,35011
"162","ENSACAG00000000202","GL343232.1",1117283,1157266,39983
"163","ENSACAG00000000203","4",15476845,15611749,134904
"164","ENSACAG00000000204","GL343250.1",363826,402454,38628
"165","ENSACAG00000000205","GL343322.1",160228,176684,16456
"166","ENSACAG00000000206","GL343250.1",420411,622104,201693
"167","ENSACAG00000000207","GL343232.1",948852,1064864,116012
"168","ENSACAG00000000210","GL343250.1",674851,689170,14319
"169","ENSACAG00000000211","GL344615.1",15725,20473,4748
"170","ENSACAG00000000212","3",106014173,106053439,39266
"171","ENSACAG00000000213","GL343698.1",2618,27939,25321
"172","ENSACAG00000000214","GL343232.1",781148,925254,144106
"173","ENSACAG00000000215","GL343322.1",151436,158084,6648
"174","ENSACAG00000000216","GL343644.1",124161,196498,72337
"175","ENSACAG00000000222","GL343698.1",53176,113460,60284
"176","ENSACAG00000000223","GL343491.1",60841,62220,1379
"177","ENSACAG00000000224","AAWZ02038389",7235,11818,4583
"178","ENSACAG00000000225","GL343406.1",429394,433934,4540
"179","ENSACAG00000000226","GL343685.1",927,221933,221006
"180","ENSACAG00000000227","GL343367.1",14652,73118,58466
"181","ENSACAG00000000228","AAWZ02039762",4137,7682,3545
"182","ENSACAG00000000229","GL343615.1",89104,96146,7042
"183","ENSACAG00000000230","GL343251.1",31267,252657,221390
"184","ENSACAG00000000231","AAWZ02037242",1540,16668,15128
"185","ENSACAG00000000233","GL343406.1",451846,459830,7984
"186","ENSACAG00000000234","GL343367.1",81098,92736,11638
"187","ENSACAG00000000235","GL343201.1",1391401,1392463,1062
"188","ENSACAG00000000236","GL343201.1",1265534,1294797,29263
"189","ENSACAG00000000237","GL343367.1",266264,455781,189517
"190","ENSACAG00000000239","GL343250.1",866684,936705,70021
"191","ENSACAG00000000240","GL343555.1",263570,311098,47528
"192","ENSACAG00000000241","GL343406.1",513039,519545,6506
"193","ENSACAG00000000242","GL343615.1",133163,276011,142848
"194","ENSACAG00000000244","GL343195.1",2745772,2911355,165583
"195","ENSACAG00000000245","GL343201.1",1126836,1158678,31842
"196","ENSACAG00000000246","AAWZ02036995",977,20395,19418
"197","ENSACAG00000000247","GL343555.1",358345,371198,12853
"198","ENSACAG00000000248","GL343653.1",125414,127062,1648
"199","ENSACAG00000000249","GL343563.1",341026,342582,1556
"200","ENSACAG00000000251","GL343653.1",72885,73238,353
"201","ENSACAG00000000252","GL343317.1",508013,643221,135208
"202","ENSACAG00000000253","GL343250.1",948282,972253,23971
"203","ENSACAG00000000254","GL343343.1",388362,389520,1158
"204","ENSACAG00000000255","GL343653.1",22833,52009,29176
"205","ENSACAG00000000256","GL343201.1",1047143,1113428,66285
"206","ENSACAG00000000258","GL344178.1",9259,9537,278
"207","ENSACAG00000000260","GL343317.1",161017,177495,16478
"208","ENSACAG00000000261","GL343563.1",248769,249330,561
"209","ENSACAG00000000262","GL343563.1",222394,237055,14661
"210","ENSACAG00000000263","1",147005364,147008531,3167
"211","ENSACAG00000000264","3",106059663,106077417,17754
"212","ENSACAG00000000265","3",106080180,106114012,33832
"213","ENSACAG00000000267","1",146855676,146972894,117218
"214","ENSACAG00000000268","GL343563.1",188923,196743,7820
"215","ENSACAG00000000269","GL343250.1",995110,1081163,86053
"216","ENSACAG00000000270","GL343653.1",416,7208,6792
"217","ENSACAG00000000271","GL343317.1",77360,92970,15610
"218","ENSACAG00000000272","GL343406.1",536199,540859,4660
"219","ENSACAG00000000273","GL343406.1",591195,608254,17059
"220","ENSACAG00000000274","3",106152098,106193059,40961
"221","ENSACAG00000000275","GL343644.1",271780,302250,30470
"222","ENSACAG00000000276","GL344343.1",7398,12860,5462
"223","ENSACAG00000000278","4",60643273,60685163,41890
"224","ENSACAG00000000279","2",41708663,41745711,37048
"225","ENSACAG00000000280","AAWZ02038699",257,10724,10467
"226","ENSACAG00000000281","AAWZ02036575",16,11983,11967
"227","ENSACAG00000000282","GL343722.1",235152,242324,7172
"228","ENSACAG00000000284","GL344245.1",7304,31405,24101
"229","ENSACAG00000000285","GL345004.1",1167,2892,1725
"230","ENSACAG00000000286","AAWZ02038541",642,7948,7306
"231","ENSACAG00000000288","GL343282.1",1639515,1640069,554
"232","ENSACAG00000000289","4",38167033,38198701,31668
"233","ENSACAG00000000290","GL343282.1",1592151,1629022,36871
"234","ENSACAG00000000291","GL343212.1",4031,19420,15389
"235","ENSACAG00000000294","GL343644.1",314024,325947,11923
"236","ENSACAG00000000295","GL343406.1",654470,670157,15687
"237","ENSACAG00000000296","GL343201.1",968654,991722,23068
"238","ENSACAG00000000298","1",235812496,235821766,9270
"239","ENSACAG00000000300","1",235768278,235782580,14302
"240","ENSACAG00000000301","GL343317.1",25973,74531,48558
"241","ENSACAG00000000302","4",60342080,60539586,197506
"242","ENSACAG00000000303","GL344343.1",14915,38282,23367
"243","ENSACAG00000000304","4",37985524,38143246,157722
"244","ENSACAG00000000305","4",60306620,60321404,14784
"245","ENSACAG00000000306","4",60242077,60255326,13249
"246","ENSACAG00000000307","AAWZ02041731",418,5255,4837
"247","ENSACAG00000000308","GL343201.1",882598,960694,78096
"248","ENSACAG00000000309","3",106196849,106216533,19684
"249","ENSACAG00000000310","GL343384.1",996761,1000854,4093
"250","ENSACAG00000000311","6",38295851,38298037,2186
"251","ENSACAG00000000315","GL343974.1",86711,100584,13873
"252","ENSACAG00000000317","GL343250.1",1088074,1101176,13102
"253","ENSACAG00000000318","GL343295.1",1607735,1623403,15668
"254","ENSACAG00000000319","GL343250.1",1113789,1125650,11861
"255","ENSACAG00000000320","GL343695.1",1430,209430,208000
"256","ENSACAG00000000321","3",96226872,96228251,1379
"257","ENSACAG00000000322","GL344356.1",11630,17177,5547
"258","ENSACAG00000000324","4",60162321,60228075,65754
"259","ENSACAG00000000325","1",146726342,146777382,51040
"260","ENSACAG00000000328","6",38213876,38266274,52398
"261","ENSACAG00000000329","GL343698.1",296840,311268,14428
"262","ENSACAG00000000330","GL343555.1",378113,393833,15720
"263","ENSACAG00000000332","3",93916936,93919041,2105
"264","ENSACAG00000000334","1",98527785,98529407,1622
"265","ENSACAG00000000336","GL343223.1",1745057,1913136,168079
"266","ENSACAG00000000338","1",98452786,98500005,47219
"267","ENSACAG00000000339","AAWZ02039732",3830,6786,2956
"268","ENSACAG00000000340","GL344245.1",34248,49637,15389
"269","ENSACAG00000000341","AAWZ02036909",14875,16360,1485
"270","ENSACAG00000000342","AAWZ02037835",390,2516,2126
"271","ENSACAG00000000343","GL343238.1",1782641,2150819,368178
"272","ENSACAG00000000344","GL343325.1",959686,993619,33933
"273","ENSACAG00000000347","GL343386.1",24198,69112,44914
"274","ENSACAG00000000349","GL343385.1",390402,430431,40029
"275","ENSACAG00000000350","GL343214.1",229056,439293,210237
"276","ENSACAG00000000351","4",60009096,60144194,135098
"277","ENSACAG00000000352","AAWZ02039935",2,4264,4262
"278","ENSACAG00000000353","GL343214.1",737315,867044,129729
"279","ENSACAG00000000355","5",148200997,148216620,15623
"280","ENSACAG00000000356","AAWZ02037656",918,8803,7885
"281","ENSACAG00000000359","GL343513.1",289626,318387,28761
"282","ENSACAG00000000361","GL344487.1",21,24731,24710
"283","ENSACAG00000000362","GL344052.1",12456,67440,54984
"284","ENSACAG00000000363","GL343799.1",157169,194792,37623
"285","ENSACAG00000000364","GL343815.1",80491,140787,60296
"286","ENSACAG00000000365","1",45463006,45463292,286
"287","ENSACAG00000000366","GL343232.1",404822,429161,24339
"288","ENSACAG00000000367","3",106223839,106245468,21629
"289","ENSACAG00000000369","2",41747560,41759185,11625
"290","ENSACAG00000000371","2",41800401,41826247,25846
"291","ENSACAG00000000373","3",42319932,42321480,1548
"292","ENSACAG00000000374","GL344157.1",13212,62717,49505
"293","ENSACAG00000000375","GL343635.1",350882,380593,29711
"294","ENSACAG00000000376","GL343349.1",724506,963399,238893
"295","ENSACAG00000000378","GL343991.1",32815,78093,45278
"296","ENSACAG00000000380","3",71184062,71223609,39547
"297","ENSACAG00000000382","5",73253010,73268869,15859
"298","ENSACAG00000000383","GL343295.1",1565049,1600242,35193
"299","ENSACAG00000000384","1",146227980,146258714,30734
"300","ENSACAG00000000385","AAWZ02036634",13854,23015,9161
"301","ENSACAG00000000386","GL343230.1",1569855,1600153,30298
"302","ENSACAG00000000388","GL343349.1",1012293,1118225,105932
"303","ENSACAG00000000389","GL343563.1",162086,167048,4962
"304","ENSACAG00000000390","3",117250437,117364284,113847
"305","ENSACAG00000000392","GL343568.1",290479,325945,35466
"306","ENSACAG00000000396","3",70901380,70912128,10748
"307","ENSACAG00000000397","1",235667439,235717211,49772
"308","ENSACAG00000000398","GL343815.1",33869,46690,12821
"309","ENSACAG00000000399","AAWZ02037182",5851,12963,7112
"310","ENSACAG00000000400","GL344753.1",2548,6587,4039
"311","ENSACAG00000000401","GL344705.1",2681,24215,21534
"312","ENSACAG00000000402","1",145258003,145263945,5942
"313","ENSACAG00000000403","GL343385.1",540924,555309,14385
"314","ENSACAG00000000404","GL343583.1",375817,397180,21363
"315","ENSACAG00000000406","1",221078054,221155221,77167
"316","ENSACAG00000000407","1",127344168,127504132,159964
"317","ENSACAG00000000408","AAWZ02040772",3858,3983,125
"318","ENSACAG00000000409","GL344091.1",1862,79860,77998
"319","ENSACAG00000000410","5",73296826,73297548,722
"320","ENSACAG00000000412","5",73432807,73471738,38931
"321","ENSACAG00000000413","GL344575.1",741,16522,15781
"322","ENSACAG00000000415","3",117644233,117669759,25526
"323","ENSACAG00000000417","3",106344205,106417648,73443
"324","ENSACAG00000000418","GL343765.1",55659,70125,14466
"325","ENSACAG00000000419","GL343858.1",165639,171184,5545
"326","ENSACAG00000000420","GL344203.1",2418,18668,16250
"327","ENSACAG00000000421","GL343295.1",44099,65190,21091
"328","ENSACAG00000000422","1",129570701,129635084,64383
"329","ENSACAG00000000423","GL343971.1",81052,109409,28357
"330","ENSACAG00000000424","2",41830744,41858652,27908
"331","ENSACAG00000000425","GL343528.1",439337,466014,26677
"332","ENSACAG00000000426","GL343444.1",43348,100633,57285
"333","ENSACAG00000000427","GL344335.1",1510,7093,5583
"334","ENSACAG00000000428","3",106250490,106306788,56298
"335","ENSACAG00000000429","GL343406.1",675643,677069,1426
"336","ENSACAG00000000431","3",15863207,15870385,7178
"337","ENSACAG00000000432","GL343349.1",1155153,1165731,10578
"338","ENSACAG00000000433","3",30679127,30683090,3963
"339","ENSACAG00000000434","GL343858.1",94903,137078,42175
"340","ENSACAG00000000435","GL345040.1",21,4195,4174
"341","ENSACAG00000000438","GL343367.1",455851,533339,77488
"342","ENSACAG00000000439","3",118028203,118138616,110413
"343","ENSACAG00000000440","GL344704.1",10438,23133,12695
"344","ENSACAG00000000441","GL344335.1",55203,58794,3591
"345","ENSACAG00000000442","3",70812588,70851893,39305
"346","ENSACAG00000000443","5",50861551,50877726,16175
"347","ENSACAG00000000445","AAWZ02039169",232,7274,7042
"348","ENSACAG00000000446","3",30666799,30674320,7521
"349","ENSACAG00000000447","GL343528.1",426292,432230,5938
"350","ENSACAG00000000448","5",50962739,51071655,108916
"351","ENSACAG00000000449","GL344608.1",1027,11736,10709
"352","ENSACAG00000000451","1",98203548,98241017,37469
"353","ENSACAG00000000452","GL343734.1",20325,60878,40553
"354","ENSACAG00000000455","GL343616.1",313492,366181,52689
"355","ENSACAG00000000456","3",63189426,63528796,339370
"356","ENSACAG00000000458","GL343350.1",202972,245327,42355
"357","ENSACAG00000000459","GL344452.1",21,12131,12110
"358","ENSACAG00000000460","AAWZ02037994",739,12441,11702
"359","ENSACAG00000000461","AAWZ02035620",33975,35002,1027
"360","ENSACAG00000000462","GL343386.1",125949,253305,127356
"361","ENSACAG00000000463","GL344084.1",6394,10013,3619
"362","ENSACAG00000000464","GL344337.1",2702,41609,38907
"363","ENSACAG00000000465","3",82506446,82912520,406074
"364","ENSACAG00000000466","GL344031.1",939,6592,5653
"365","ENSACAG00000000468","GL343777.1",59223,67524,8301
"366","ENSACAG00000000469","GL343563.1",155788,163122,7334
"367","ENSACAG00000000470","3",86669814,86679100,9286
"368","ENSACAG00000000471","GL343246.1",749,1498,749
"369","ENSACAG00000000472","GL343246.1",130333,141781,11448
"370","ENSACAG00000000473","GL343232.1",331659,331976,317
"371","ENSACAG00000000474","GL343250.1",1164665,1277130,112465
"372","ENSACAG00000000475","GL343246.1",163717,183328,19611
"373","ENSACAG00000000476","1",31742989,31973272,230283
"374","ENSACAG00000000477","1",28875367,29032400,157033
"375","ENSACAG00000000478","4",52244052,52268338,24286
"376","ENSACAG00000000479","3",166262309,166289164,26855
"377","ENSACAG00000000481","GL343367.1",548121,576545,28424
"378","ENSACAG00000000482","3",73953685,73956255,2570
"379","ENSACAG00000000483","3",15839636,15853662,14026
"380","ENSACAG00000000484","6",38196867,38212467,15600
"381","ENSACAG00000000485","GL343232.1",310989,318668,7679
"382","ENSACAG00000000486","AAWZ02039304",2305,7997,5692
"383","ENSACAG00000000487","AAWZ02037120",339,15275,14936
"384","ENSACAG00000000488","2",21681539,21795554,114015
"385","ENSACAG00000000489","GL343785.1",58264,58732,468
"386","ENSACAG00000000490","GL343385.1",577728,634758,57030
"387","ENSACAG00000000491","GL343583.1",148840,241917,93077
"388","ENSACAG00000000492","3",30619744,30646588,26844
"389","ENSACAG00000000493","GL343350.1",254215,391421,137206
"390","ENSACAG00000000495","3",86663376,86670717,7341
"391","ENSACAG00000000496","AAWZ02039731",3334,6348,3014
"392","ENSACAG00000000497","4",82934304,82952564,18260
"393","ENSACAG00000000498","3",52573842,52586301,12459
"394","ENSACAG00000000499","AAWZ02038557",5595,6725,1130
"395","ENSACAG00000000500","GL344392.1",35306,36196,890
"396","ENSACAG00000000501","GL344394.1",11477,30896,19419
"397","ENSACAG00000000502","GL344648.1",21,23725,23704
"398","ENSACAG00000000504","AAWZ02037788",1987,2970,983
"399","ENSACAG00000000506","AAWZ02038732",1282,10179,8897
"400","ENSACAG00000000507","GL344627.1",16557,26907,10350
"401","ENSACAG00000000508","GL344322.1",18855,42805,23950
"402","ENSACAG00000000509","GL344046.1",11479,12545,1066
"403","ENSACAG00000000510","1",45406716,45427253,20537
"404","ENSACAG00000000511","GL343635.1",79657,93770,14113
"405","ENSACAG00000000512","GL344154.1",28805,60169,31364
"406","ENSACAG00000000513","GL343744.1",216452,222714,6262
"407","ENSACAG00000000514","AAWZ02040038",1009,2636,1627
"408","ENSACAG00000000515","AAWZ02037496",3079,13398,10319
"409","ENSACAG00000000516","AAWZ02039054",7888,8025,137
"410","ENSACAG00000000517","GL343528.1",418862,419968,1106
"411","ENSACAG00000000520","GL343311.1",150147,225251,75104
"412","ENSACAG00000000522","5",81821509,82024856,203347
"413","ENSACAG00000000523","3",166290663,166344143,53480
"414","ENSACAG00000000524","AAWZ02037460",2045,14966,12921
"415","ENSACAG00000000525","GL343527.1",380344,483857,103513
"416","ENSACAG00000000526","GL343528.1",413280,413941,661
"417","ENSACAG00000000527","1",253739903,253745040,5137
"418","ENSACAG00000000531","GL343811.1",5474,55951,50477
"419","ENSACAG00000000532","GL343201.1",892369,951292,58923
"420","ENSACAG00000000533","3",30587941,30609453,21512
"421","ENSACAG00000000535","3",86653968,86660271,6303
"422","ENSACAG00000000536","GL343799.1",114198,128440,14242
"423","ENSACAG00000000538","1",253711497,253740258,28761
"424","ENSACAG00000000539","3",118514453,118546473,32020
"425","ENSACAG00000000541","GL343744.1",153709,156820,3111
"426","ENSACAG00000000542","GL343777.1",85618,94235,8617
"427","ENSACAG00000000543","GL344390.1",4620,40900,36280
"428","ENSACAG00000000544","GL343676.1",2729,12639,9910
"429","ENSACAG00000000545","1",97486789,98047440,560651
"430","ENSACAG00000000546","GL343691.1",76535,108399,31864
"431","ENSACAG00000000547","GL343339.1",134320,217515,83195
"432","ENSACAG00000000548","GL343367.1",633582,659656,26074
"433","ENSACAG00000000549","4",15277414,15324810,47396
"434","ENSACAG00000000550","GL343230.1",1606846,1616812,9966
"435","ENSACAG00000000552","4",52298853,52460200,161347
"436","ENSACAG00000000553","GL344296.1",800,11828,11028
"437","ENSACAG00000000555","GL343230.1",1633266,1665146,31880
"438","ENSACAG00000000556","3",15759455,15835869,76414
"439","ENSACAG00000000557","GL344114.1",22955,27362,4407
"440","ENSACAG00000000558","GL344203.1",19304,30311,11007
"441","ENSACAG00000000559","GL343858.1",85587,91657,6070
"442","ENSACAG00000000561","GL344205.1",2889,46072,43183
"443","ENSACAG00000000562","GL344462.1",419,13774,13355
"444","ENSACAG00000000564","3",52507353,52562013,54660
"445","ENSACAG00000000565","GL343765.1",146281,196748,50467
"446","ENSACAG00000000566","GL343339.1",229706,477764,248058
"447","ENSACAG00000000567","GL343406.1",702937,779485,76548
"448","ENSACAG00000000569","AAWZ02037240",11818,13836,2018
"449","ENSACAG00000000571","GL343799.1",78043,87824,9781
"450","ENSACAG00000000574","5",51082174,51134587,52413
"451","ENSACAG00000000575","1",129395718,129411859,16141
"452","ENSACAG00000000576","GL343201.1",864817,879188,14371
"453","ENSACAG00000000577","GL343201.1",783235,838060,54825
"454","ENSACAG00000000578","GL343615.1",184049,203289,19240
"455","ENSACAG00000000579","GL344014.1",8445,13799,5354
"456","ENSACAG00000000580","GL343854.1",79816,112800,32984
"457","ENSACAG00000000581","4",92664046,92729389,65343
"458","ENSACAG00000000582","1",127301548,127313812,12264
"459","ENSACAG00000000583","2",21330982,21368074,37092
"460","ENSACAG00000000587","GL344049.1",4825,5784,959
"461","ENSACAG00000000590","GL343311.1",458981,480065,21084
"462","ENSACAG00000000591","GL344099.1",23037,24684,1647
"463","ENSACAG00000000592","GL343396.1",717754,775387,57633
"464","ENSACAG00000000593","LGc",9415737,9460704,44967
"465","ENSACAG00000000594","GL344049.1",19514,22505,2991
"466","ENSACAG00000000595","GL343333.1",639306,649152,9846
"467","ENSACAG00000000597","GL343210.1",1188949,1299105,110156
"468","ENSACAG00000000598","GL343391.1",459735,460685,950
"469","ENSACAG00000000599","GL343858.1",67990,72195,4205
"470","ENSACAG00000000600","5",90186469,90353279,166810
"471","ENSACAG00000000601","GL343528.1",343968,377523,33555
"472","ENSACAG00000000602","GL343744.1",104847,128972,24125
"473","ENSACAG00000000603","GL343777.1",122574,129791,7217
"474","ENSACAG00000000604","2",164488645,164641513,152868
"475","ENSACAG00000000605","3",70777842,70809909,32067
"476","ENSACAG00000000606","2",73704768,73706678,1910
"477","ENSACAG00000000607","GL343578.1",323465,332205,8740
"478","ENSACAG00000000608","3",86642479,86647794,5315
"479","ENSACAG00000000609","1",253621810,253683402,61592
