"","ensembl_gene_id","chromosome_name","start_position","end_position","rank","exon_chrom_start","exon_chrom_end","strand","relative_start_position","relative_end_position","relative_exon_chrom_start","relative_exon_chrom_end","species"
"58940","ENSG00000068724","2",46916157,47076137,1,47046315,47046431,1,1527477,1687457,1657635,1657751,"hsap"
"58941","ENSG00000068724","2",46916157,47076137,2,47049949,47050046,1,1527477,1687457,1661269,1661366,"hsap"
"58942","ENSG00000068724","2",46916157,47076137,3,47050340,47050827,1,1527477,1687457,1661660,1662147,"hsap"
"59018","ENSG00000068781","2",48529925,48776517,1,48529925,48529988,1,3141245,3387837,3141245,3141308,"hsap"
"59019","ENSG00000068781","2",48529925,48776517,2,48580587,48582563,1,3141245,3387837,3191907,3193883,"hsap"
"59020","ENSG00000068781","2",48529925,48776517,3,48591653,48591855,1,3141245,3387837,3202973,3203175,"hsap"
"59021","ENSG00000068781","2",48529925,48776517,4,48620851,48620952,1,3141245,3387837,3232171,3232272,"hsap"
"59022","ENSG00000068781","2",48529925,48776517,5,48621167,48621290,1,3141245,3387837,3232487,3232610,"hsap"
"59023","ENSG00000068781","2",48529925,48776517,6,48642402,48642457,1,3141245,3387837,3253722,3253777,"hsap"
"59024","ENSG00000068781","2",48529925,48776517,7,48645033,48645117,1,3141245,3387837,3256353,3256437,"hsap"
"59025","ENSG00000068781","2",48529925,48776517,8,48646453,48647042,1,3141245,3387837,3257773,3258362,"hsap"
"59026","ENSG00000068781","2",48529925,48776517,9,48669722,48669982,1,3141245,3387837,3281042,3281302,"hsap"
"59027","ENSG00000068781","2",48529925,48776517,10,48671591,48671680,1,3141245,3387837,3282911,3283000,"hsap"
"59028","ENSG00000068781","2",48529925,48776517,11,48679335,48679603,1,3141245,3387837,3290655,3290923,"hsap"
"59029","ENSG00000068781","2",48529925,48776517,11,48776280,48776517,1,3141245,3387837,3387600,3387837,"hsap"
"59030","ENSG00000068781","2",48529925,48776517,1,48569020,48569086,1,3141245,3387837,3180340,3180406,"hsap"
"59031","ENSG00000068781","2",48529925,48776517,2,48591653,48591855,1,3141245,3387837,3202973,3203175,"hsap"
"59032","ENSG00000068781","2",48529925,48776517,3,48620851,48620952,1,3141245,3387837,3232171,3232272,"hsap"
"59033","ENSG00000068781","2",48529925,48776517,4,48621167,48621290,1,3141245,3387837,3232487,3232610,"hsap"
"59034","ENSG00000068781","2",48529925,48776517,5,48646453,48647042,1,3141245,3387837,3257773,3258362,"hsap"
"59035","ENSG00000068781","2",48529925,48776517,6,48669722,48669982,1,3141245,3387837,3281042,3281302,"hsap"
"59036","ENSG00000068781","2",48529925,48776517,7,48671591,48671680,1,3141245,3387837,3282911,3283000,"hsap"
"59037","ENSG00000068781","2",48529925,48776517,1,48580607,48582563,1,3141245,3387837,3191927,3193883,"hsap"
"59038","ENSG00000068781","2",48529925,48776517,8,48679335,48679541,1,3141245,3387837,3290655,3290861,"hsap"
"59039","ENSG00000068781","2",48529925,48776517,1,48768954,48769121,1,3141245,3387837,3380274,3380441,"hsap"
"59040","ENSG00000068781","2",48529925,48776517,2,48776280,48776481,1,3141245,3387837,3387600,3387801,"hsap"
"59041","ENSG00000068781","2",48529925,48776517,1,48768962,48769074,1,3141245,3387837,3380282,3380394,"hsap"
"59042","ENSG00000068784","2",45388680,45612165,1,45611219,45611267,-1,0,223485,222539,222587,"hsap"
"59043","ENSG00000068784","2",45388680,45612165,2,45605362,45605441,-1,0,223485,216682,216761,"hsap"
"59044","ENSG00000068784","2",45388680,45612165,3,45601903,45602083,-1,0,223485,213223,213403,"hsap"
"59045","ENSG00000068784","2",45388680,45612165,4,45599449,45599835,-1,0,223485,210769,211155,"hsap"
"59046","ENSG00000068784","2",45388680,45612165,5,45585608,45585774,-1,0,223485,196928,197094,"hsap"
"59047","ENSG00000068784","2",45388680,45612165,6,45581693,45581810,-1,0,223485,193013,193130,"hsap"
"59048","ENSG00000068784","2",45388680,45612165,7,45579875,45580013,-1,0,223485,191195,191333,"hsap"
"59049","ENSG00000068784","2",45388680,45612165,8,45574627,45574723,-1,0,223485,185947,186043,"hsap"
"59050","ENSG00000068784","2",45388680,45612165,9,45573207,45573342,-1,0,223485,184527,184662,"hsap"
"59081","ENSG00000068784","2",45388680,45612165,1,45612070,45612165,-1,0,223485,223390,223485,"hsap"
"59082","ENSG00000068784","2",45388680,45612165,2,45611219,45611435,-1,0,223485,222539,222755,"hsap"
"59083","ENSG00000068784","2",45388680,45612165,3,45605362,45605441,-1,0,223485,216682,216761,"hsap"
"59084","ENSG00000068784","2",45388680,45612165,4,45601922,45602083,-1,0,223485,213242,213403,"hsap"
"59247","ENSG00000068878","2",53864069,53970993,1,53970543,53970993,-1,8475389,8582313,8581863,8582313,"hsap"
"59248","ENSG00000068878","2",53864069,53970993,2,53949143,53949283,-1,8475389,8582313,8560463,8560603,"hsap"
"59249","ENSG00000068878","2",53864069,53970993,3,53948421,53948537,-1,8475389,8582313,8559741,8559857,"hsap"
"59250","ENSG00000068878","2",53864069,53970993,4,53939956,53940000,-1,8475389,8582313,8551276,8551320,"hsap"
"59251","ENSG00000068878","2",53864069,53970993,5,53937391,53937540,-1,8475389,8582313,8548711,8548860,"hsap"
"59252","ENSG00000068878","2",53864069,53970993,6,53936764,53936827,-1,8475389,8582313,8548084,8548147,"hsap"
"59253","ENSG00000068878","2",53864069,53970993,7,53936087,53936161,-1,8475389,8582313,8547407,8547481,"hsap"
"59254","ENSG00000068878","2",53864069,53970993,8,53934605,53934727,-1,8475389,8582313,8545925,8546047,"hsap"
"59255","ENSG00000068878","2",53864069,53970993,9,53932668,53932760,-1,8475389,8582313,8543988,8544080,"hsap"
"59256","ENSG00000068878","2",53864069,53970993,10,53931835,53932100,-1,8475389,8582313,8543155,8543420,"hsap"
"59257","ENSG00000068878","2",53864069,53970993,11,53928117,53928303,-1,8475389,8582313,8539437,8539623,"hsap"
"59258","ENSG00000068878","2",53864069,53970993,12,53927394,53927483,-1,8475389,8582313,8538714,8538803,"hsap"
"59259","ENSG00000068878","2",53864069,53970993,13,53925959,53926023,-1,8475389,8582313,8537279,8537343,"hsap"
"59260","ENSG00000068878","2",53864069,53970993,14,53925539,53925689,-1,8475389,8582313,8536859,8537009,"hsap"
"59261","ENSG00000068878","2",53864069,53970993,15,53923321,53923419,-1,8475389,8582313,8534641,8534739,"hsap"
"59262","ENSG00000068878","2",53864069,53970993,16,53923049,53923118,-1,8475389,8582313,8534369,8534438,"hsap"
"59263","ENSG00000068878","2",53864069,53970993,17,53922517,53922584,-1,8475389,8582313,8533837,8533904,"hsap"
"59264","ENSG00000068878","2",53864069,53970993,18,53920889,53921104,-1,8475389,8582313,8532209,8532424,"hsap"
"59265","ENSG00000068878","2",53864069,53970993,19,53920193,53920350,-1,8475389,8582313,8531513,8531670,"hsap"
"59266","ENSG00000068878","2",53864069,53970993,20,53919151,53919246,-1,8475389,8582313,8530471,8530566,"hsap"
"59267","ENSG00000068878","2",53864069,53970993,21,53910075,53910130,-1,8475389,8582313,8521395,8521450,"hsap"
"59268","ENSG00000068878","2",53864069,53970993,22,53908784,53908840,-1,8475389,8582313,8520104,8520160,"hsap"
"59269","ENSG00000068878","2",53864069,53970993,23,53908510,53908565,-1,8475389,8582313,8519830,8519885,"hsap"
"59270","ENSG00000068878","2",53864069,53970993,24,53908320,53908418,-1,8475389,8582313,8519640,8519738,"hsap"
"59271","ENSG00000068878","2",53864069,53970993,25,53906806,53906868,-1,8475389,8582313,8518126,8518188,"hsap"
"59272","ENSG00000068878","2",53864069,53970993,26,53906598,53906693,-1,8475389,8582313,8517918,8518013,"hsap"
"59273","ENSG00000068878","2",53864069,53970993,27,53904025,53904156,-1,8475389,8582313,8515345,8515476,"hsap"
"59274","ENSG00000068878","2",53864069,53970993,28,53901350,53901559,-1,8475389,8582313,8512670,8512879,"hsap"
"59275","ENSG00000068878","2",53864069,53970993,29,53899881,53900017,-1,8475389,8582313,8511201,8511337,"hsap"
"59276","ENSG00000068878","2",53864069,53970993,30,53898301,53898354,-1,8475389,8582313,8509621,8509674,"hsap"
"59277","ENSG00000068878","2",53864069,53970993,31,53897870,53897999,-1,8475389,8582313,8509190,8509319,"hsap"
"59278","ENSG00000068878","2",53864069,53970993,32,53896804,53896885,-1,8475389,8582313,8508124,8508205,"hsap"
"59279","ENSG00000068878","2",53864069,53970993,33,53895583,53895736,-1,8475389,8582313,8506903,8507056,"hsap"
"59280","ENSG00000068878","2",53864069,53970993,34,53895007,53895076,-1,8475389,8582313,8506327,8506396,"hsap"
"59281","ENSG00000068878","2",53864069,53970993,35,53893674,53893799,-1,8475389,8582313,8504994,8505119,"hsap"
"59282","ENSG00000068878","2",53864069,53970993,36,53892808,53892960,-1,8475389,8582313,8504128,8504280,"hsap"
"59283","ENSG00000068878","2",53864069,53970993,37,53890104,53890208,-1,8475389,8582313,8501424,8501528,"hsap"
"59284","ENSG00000068878","2",53864069,53970993,38,53888721,53888812,-1,8475389,8582313,8500041,8500132,"hsap"
"59285","ENSG00000068878","2",53864069,53970993,39,53887858,53887989,-1,8475389,8582313,8499178,8499309,"hsap"
"59286","ENSG00000068878","2",53864069,53970993,40,53887259,53887467,-1,8475389,8582313,8498579,8498787,"hsap"
"59287","ENSG00000068878","2",53864069,53970993,41,53885690,53885775,-1,8475389,8582313,8497010,8497095,"hsap"
"59288","ENSG00000068878","2",53864069,53970993,42,53875627,53875755,-1,8475389,8582313,8486947,8487075,"hsap"
"59289","ENSG00000068878","2",53864069,53970993,43,53874339,53874494,-1,8475389,8582313,8485659,8485814,"hsap"
"59290","ENSG00000068878","2",53864069,53970993,44,53869376,53869538,-1,8475389,8582313,8480696,8480858,"hsap"
"59291","ENSG00000068878","2",53864069,53970993,45,53866747,53866880,-1,8475389,8582313,8478067,8478200,"hsap"
"59292","ENSG00000068878","2",53864069,53970993,46,53866085,53866223,-1,8475389,8582313,8477405,8477543,"hsap"
"59293","ENSG00000068878","2",53864069,53970993,47,53864069,53865573,-1,8475389,8582313,8475389,8476893,"hsap"
"59294","ENSG00000068878","2",53864069,53970993,1,53970543,53970840,-1,8475389,8582313,8581863,8582160,"hsap"
"59295","ENSG00000068878","2",53864069,53970993,14,53923321,53923419,-1,8475389,8582313,8534641,8534739,"hsap"
"59296","ENSG00000068878","2",53864069,53970993,15,53923049,53923118,-1,8475389,8582313,8534369,8534438,"hsap"
"59297","ENSG00000068878","2",53864069,53970993,16,53922517,53922584,-1,8475389,8582313,8533837,8533904,"hsap"
"59298","ENSG00000068878","2",53864069,53970993,17,53920889,53921104,-1,8475389,8582313,8532209,8532424,"hsap"
"59299","ENSG00000068878","2",53864069,53970993,18,53920193,53920350,-1,8475389,8582313,8531513,8531670,"hsap"
"59300","ENSG00000068878","2",53864069,53970993,19,53919151,53919246,-1,8475389,8582313,8530471,8530566,"hsap"
"59301","ENSG00000068878","2",53864069,53970993,20,53910075,53910130,-1,8475389,8582313,8521395,8521450,"hsap"
"59302","ENSG00000068878","2",53864069,53970993,21,53908784,53908840,-1,8475389,8582313,8520104,8520160,"hsap"
"59303","ENSG00000068878","2",53864069,53970993,22,53908510,53908565,-1,8475389,8582313,8519830,8519885,"hsap"
"59304","ENSG00000068878","2",53864069,53970993,23,53908320,53908418,-1,8475389,8582313,8519640,8519738,"hsap"
"59305","ENSG00000068878","2",53864069,53970993,24,53906806,53906868,-1,8475389,8582313,8518126,8518188,"hsap"
"59306","ENSG00000068878","2",53864069,53970993,25,53906598,53906693,-1,8475389,8582313,8517918,8518013,"hsap"
"59307","ENSG00000068878","2",53864069,53970993,26,53904025,53904156,-1,8475389,8582313,8515345,8515476,"hsap"
"59308","ENSG00000068878","2",53864069,53970993,27,53901350,53901559,-1,8475389,8582313,8512670,8512879,"hsap"
"59309","ENSG00000068878","2",53864069,53970993,28,53899881,53900017,-1,8475389,8582313,8511201,8511337,"hsap"
"59310","ENSG00000068878","2",53864069,53970993,29,53898301,53898354,-1,8475389,8582313,8509621,8509674,"hsap"
"59311","ENSG00000068878","2",53864069,53970993,30,53897870,53897999,-1,8475389,8582313,8509190,8509319,"hsap"
"59312","ENSG00000068878","2",53864069,53970993,31,53896804,53896885,-1,8475389,8582313,8508124,8508205,"hsap"
"59313","ENSG00000068878","2",53864069,53970993,32,53895583,53895736,-1,8475389,8582313,8506903,8507056,"hsap"
"59314","ENSG00000068878","2",53864069,53970993,33,53895007,53895076,-1,8475389,8582313,8506327,8506396,"hsap"
"59315","ENSG00000068878","2",53864069,53970993,34,53893674,53893799,-1,8475389,8582313,8504994,8505119,"hsap"
"59316","ENSG00000068878","2",53864069,53970993,35,53892808,53892960,-1,8475389,8582313,8504128,8504280,"hsap"
"59317","ENSG00000068878","2",53864069,53970993,36,53890104,53890208,-1,8475389,8582313,8501424,8501528,"hsap"
